sentence_id,sentence_text
552481,"Of the 299 outpatients that were the subject of this study , 177 patients suffered from musculoskeletal pain , 58 from malignant pain and 44 suffered from postoperative pain , all treated by a total of 57 medical doctors of various profiles ."
558838,Two patients were treated by open surgical excision of the tumor with nephrectomy of the corresponding side because the tumors were densely adhered to the kidney and one case treated by laparoscopic resection of the mass only .
570986,A complication of orthodontic therapy localized facial recession and loss of attached gingiva treated by grafting .
580495,"Two hundred fifty-six cases were evaluated by colposcopy , cytology , and histopathology , treated by at least 5 to 6 mm of laser vaporization , and followed up for an average of 10.7 months ."
584204,The purpose of the present study was to compare the changes of infrared spectrum of breast cancer cell line MCF-7 treated by 5-fluorouracil with various concentrations and treating time .
588776,Forty-four patients with hypersplenism treated by PSE were assessed .
593208,Management of the axilla in operable breast cancer treated by breast conservation : a randomized clinical trial .
596841,"Lately treated by surgical excision ( 14 years after the occurrence of the tumour ) , this tumour was already associated with inguinal lymph node metastases ."
601683,The results in 60 such tumours treated by local excision over a 16 year period are reported .
604636,"The results of 313 gastric adenocarcinomas , treated by the same surgical team during 10 years have been evaluated retrospectively ."
612023,This study reviewed Pirani scores of 27 patients with 38 clubfeet treated over an 18-month period by the Ponseti method to evaluate changes in midfoot deformity after the initial cast .
615250,The high persistent disease rate observed in the CIN III lesions treated by cryosurgery suggests that this modality be employed with caution in this disease classification .
626886,"We treated 52 cases by open reduction , fixation by compression screw and a free fibular graft ."
629338,We did a retrospective longitudinal analysis between 2003 and 2011 of all adults ( aged 18 years or older ) treated by the National Health Service in England who died by suicide while under the care of crisis resolution home treatment services or as a psychiatric inpatient .
634082,At beginning of the dialysis increased plasma C5b-9 levels were found in patients treated by acetate or bicarbonate-cuprophane .
634146,Eighteen patients treated by primary and 16 patients treated by secondary arthroplasty were assessed clinically and radiologically after a mean follow-up of 64 ( 60 - 96 ) months .
634149,Dislocation of tuberosities with severe loss of function was found in five cases treated by primary arthroplasty ( 13.5 % ) and in 12 treated by secondary arthroplasty ( 75.0 % ) .
638092,We retrospectively studied 13 malignant biliary obstructions treated by SEMS placement .
639842,"Results LC3B mRNA and protein expression levels were gradually up-regulated and the autophagosomes increased in the macrophages 2 , 4 and 6 hours after treated by LPS ."
640818,[ Acute leukoencephalitis in infant treated by high-dose corticosteroid . A case report ] .
642995,"Furthermore , in Group A , the risk of hospitalization was significantly higher in patients treated by Cuprophan than in those treated by AN 69 ( P < 0.02 ) ."
646443,"To study a clinical problem in urolithiasis complicated with bacteriuria treated by extracorporeal shock wave lithotripsy ( ESWL ) , we studied relationships between the frequency of bacteriuria and some clinical factors such as sex , location of , size of and composition of calculi in patients with upper urinary tract calculi ."
657881,The case controlled study of Stage I and II patients treated by primary radiation therapy matched to surgically treated controls showed no statistical difference in survival .
658957,Survival of patients with PPD treated by WLE was higher than that for those treated with LE .
663637,Two patients had vessel spasm treated by nitroglycerin .
668013,The survival rate in superior sulcus tumors treated by presurgical irradiation .
668942,"Based on a cohort of 166 pathological gamblers starting treatment in our department , data of each of the 8 patients treated by aripiprazole at inclusion were analyzed ."
670653,[ Juvenile idiopathic arthritis treated by methotrexate : result of treatment and tolerance ] .
679098,"Serum total and low-density lipoprotein ( LDL ) cholesterol levels are elevated in patients with nephrotic syndrome and those with kidney failure treated by peritoneal dialysis ( PD ) , who are characterized by heavy losses of protein in urine and peritoneal dialysate , respectively ."
679106,Patients with nephrotic syndrome or treated by PD or hemodialysis and age- and sex-matched healthy Korean individuals ( n=15 in each group ) .
684985,"We analysed group of 47 patients ( aged 26 to 75 years , mean 49 ) , treated by surgical excision of malignant melanoma in the head and neck region ."
688400,Electrocardiographic changes in hypertension treated by methonium compounds .
693862,"The purpose of this study was to monitor and evaluate the efficiency and safety of the therapy with simvastatin , an HMG-CoA reductase inhibitor , in a group of patients treated by continuous ambulatory peritoneal dialysis ( CAPD ) with severe hypercholesterolemia ."
694256,[ Internal mammary arteriovenous fistula . An unusual complication of sternotomy treated by embolization ] .
694666,"We describe a case report of a 94-year-old man with metastatic pancreatic head cancer compressing the third and fourth portions of the duodenum , treated by endoscopic stent placement using a colonoscope ."
701814,"A549 cells were treated with and without PMA or apigenin , and the cell viability was assessed by MTT assay ."
707671,Fürhman 's nuclear grading was used to compare the prognostic value of nuclear morphometry ( represented by the nuclear area ) in 95 renal adenocarcinomas treated by radical nephrectomy with a 11 to 25 years follow-up .
708202,"Patients with ruptured AAA ( rAAA , I71.3 , treated or not ) and patients with non-ruptured AAA ( nrAAA , I71.4 , treated by open or endovascular aneurysm repair ) were included ."
710115,"Retrospective , observational study of all non-traumatic cardiac arrest patients older than 18 years between May 2003 and December 2006 treated by the community-run emergency medical service ( EMS ) in Oslo ."
711790,"It was carried out a study of lymphocytes CD3 , CD8 and cytokines in the blood of 13 patients , with superficial bladder cancer , and treated by instillations with BCG vaccine , with a dose of 1 mg . in an annual scheme , being related them before and after treatment ."
711955,[ A case of adenoid cystic carcinoma of the trachea treated by segmental resection and primary anastomosis of the trachea ( author 's transl ) ] .
715980,Plethysmographic demonstration of rapid vasodilation by direct suggestion : a case of Raynaud 's disease treated by hypnosis .
722704,We studied LOH in 58 FIGO stage IB cervical cancers treated by radical hysterectomy .
723031,Analyzed material is comprised of 30 patients ( 33 treatments ) suffering from proliferative synovitis of knee joint treated by radiosynovectomy using intra-articular injection of 6 mCi 90Y .
732275,A retrospective study was undertaken on 56 dogs treated for nasal tumours by megavoltage radiotherapy with a hypofractionated schedule consisting of four doses of 9 Gy given at intervals of seven days .
734682,The results obtained in 21 patients treated by this technique are presently reported .
736441,"Fifteen PNI ( + ) and 21 PNI ( - ) early-stage cervical carcinoma patients , primarily treated by surgery , were evaluated retrospectively ."
737919,"Expression of the beta4 integrin subunit was determined using rat monoclonal antibody 439 - 9B and image analysis in regions of benign prostatic epithelium ( BPE ) , high-grade prostatic intraepithelial neoplasia ( PIN ) , and prostatic carcinoma ( CaP ) in 38 patients treated by radical prostatectomy for clinically localized CaP. The beta4 integrin subunit was significantly downregulated in CaP compared with BPE ; PIN stained intermediate in intensity between BPE and CaP."
742057,[ A case of mucinous cystadenocarcinoma of the appendix with abdominal wall abscess successfully treated by percutaneous drainage and systemic chemotherapy-a case report ] .
744100,"[ Polycystic , disseminated pulmonary echinococcosis treated by pneumectomy ] ."
748014,In a patient with stage IV disseminated neuroblastoma treated by chemotherapy extensive cytogenetic investigations were performed on the residual primary tumour and bone marrow immediately before myeloablative treatment and autologous marrow rescue .
752405,"The authors report a care management of a patient presenting a severe alloimmunisation treated by spectrophotometry , a very efficient method but difficult of access in developing countries ."
758388,Carcinoma of the breast also treated by homeopathy .
759078,"The purpose of this investigation was to evaluate the extent to which voice quality recovers and is retained in the long term , and the incidence of recurrence of Reinke 's oedema , in patients treated by stripping of the vocal cords ."
768990,Elevation of cyclic AMP causes an imbalance between NF-kappaB and p53 in NALM-6 cells treated by doxorubicin .
775358,"We conducted a retrospective study of 72 patients with breast cancer treated by neoadjuvant chemotherapy in the Departments of Gynecology and Medical Oncology at the Fattouma Bourguiba Hospital in Monastir , Tunisia ."
776869,"The area of cardiomyocytes treated by 10 nmol/L or 100 nmol/L of ET-1 for 24 h increased 68 % or 84 % as compared with control , respectively ."
776873,There were no changes in apoptotic rate of cardiomyocytes treated by ET-1 or PGF2alpha alone for 48 h.
776879,"The cardiomyocytes treated by ET-1 or PGF2alpha alone only show hypertrophy , but treatment of ET-1 plus PGF2alpha for 48 h induces apoptosis of cardiomyocytes ."
779414,We treated 43 acute tears of the calcaneofibular ligament by operation in 43 patients after subtalar arthrography .
779686,The resource implications of severe necrotizing pancreatitis treated by necrosectomy .
779689,This study reviews the resource utilization of patients admitted to the Intensive Care Unit ( ICU ) with severe necrotizing pancreatitis treated by early necrosectomy .
779693,The implications of necrotizing pancreatitis treated by necosectomy in the context of a Diagnosis-Related Groups Prospective Payment model of hospital funding are discussed .
782516,"Of the 238 patients , 227 were evaluable : 113 treated by bestatin combination therapy and 114 controls ."
784161,Carcinoma of the uterine cervix treated by irradiation alone .
791615,"In addition , sleep latency was increased in patients treated by somatostatin analogs compared to patients cured by surgery and/ or radiotherapy ( 52+/-48 min vs. 26+/-40 min , P=0.005 ) , resulting in a delayed sleep onset ( 24:08+/-1:26 h vs. 23:25+/-0:43 h , P=0.053 ) ."
800578,MTT assay was used to test the survival rate of HL-60 cells and normal lymphocytes treated by the three ingredients .
802023,Hydrocephalus is the most common disease treated by paediatric neurosurgeons in Africa .
803009,"A secondary benefit is that the donor site , traditionally treated by skin graft , can be closed primarily ."
805929,This study was undertaken to investigate both amplification of EGFR gene by fluorescence in situ hybridization ( FISH ) and over-expression of EGFR by immunohistochemical staining in prostate tissue from 71 patients treated by hormonal therapy .
807325,Those treated by ESD included 24 patients with 29 foregut NETs .
812759,Thrombosis of the aortic bifurcation treated by resection and homograft replacement ; report of five cases .
824118,"The majority of women -91.1%--were treated by diet , 8.9 % women had insulin treatment ."
829255,Corneal blindness is a significant problem treated primarily by corneal transplants .
829737,Renal AML with inferior vena cava thrombus treated by workbench surgery and autotransplantation .
832265,"In fly ash treated by 12 % H3PO4 , a small quantity of crystal Cr2P2O7 , ZnP2 , Pb3P4O13 , Pb3P2O7 , NaZnPO4 , NaPbP3O9 , Ca2ZnSi2O7 can be detected by XRD ; many independent fly ash particles and bar-shaped Pb5 (PO4)3Cl with a diameter of 0.3 - 0.5 microm were observed by SEM ; concentrated heavy metal materials were not obtained by CHBr3 floatation ."
833692,Primary aim : to evaluate whether patients with moderate-to-severe OSA ( apnoea-hypopnea index ( AHI )   ≥   15 events/h ) treated by continuous positive airway pressure/non-invasive ventilation ( median [ IQR ] adherence 6.5   h/night [ 5 ; 7.9 ] at baseline ) lose the same amount of body weight 1 year after bariatric surgery as patients with no or mild OSA .
845715,We report a case of liver abscess successfully treated by percutaneous transhepatic alcoholization after antibiotic therapy and percutaneous drainage had failed .
853973,"In patients with a diffuse form treated at first line by surgery followed by isotopic synoviorthesis , the relapse rate was 30 % ( knee ) and 9 % ( other localizations ) , respectively , with a mean delay before relapse of 2.6 ± 2.4 and 2.4 ± 0.9 years , respectively ."
861501,We retrospectively analysed data from a cohort of ten foetuses with FNAIT treated by direct foetal immunoglobulin infusion .
871405,An analysis of the patient population treated by MIS revealed that the proportion of patients with T2 or greater tumors on the basis of pathologic findings was initially < 5.0 % but had recently increased to 24.3 % .
871833,Eleven cases were treated surgically and the remainder conservatively by traction for several weeks followed by cast immobilisation .
873264,Severe insulin-induced lipohypertrophy successfully treated by liposuction .
873874,[ Results and developmental complications of congenital dislocation of the hip treated at walking age by progressive orthopedic reduction and corrective osteotomy of the femoral axes .
878464,[ Antibiotic therapy of infected cerebrospinal fluid in hydrocephalus treated by a shunt ] .
878928,"Four years after the local recurrence treated by orbital exenteration , the follow-up PET/CT scan showed an incidental intense FDG uptake mass infiltrating the gallbladder associated with a low uptake of an infracentimetric pulmonary nodule ."
879943,A 73-year-old man with a prostate cancer treated by radical prostatectomy in 2006 .
900835,Our study deals with 53 patients treated by repeated hemodialysis and reveals scanning abnormalities in 75 % of them .
909042,The clinical data of 110 patients with fungal rhinosinusitis treated by surgery and another group of 110 patients with chronic rhinosinusitis who were sampled randomly between January 1999 and June 2004 in our hospital were retrospectively compared .
911854,"Serum hCG decline was compared between patients treated by salpingotomy versus salpingectomy , using calculated hCG half-life times ."
911855,We observed a significantly slower decline of serum hCG levels during the early phase of hCG disappearance in patients treated by salpingotomy versus patients treated by salpingectomy .
914580,Evaluation of radiation carcinogenesis risk in vertebral hemangioma treated by radiotherapy .
914583,The purpose of this study is to report carcinogenesis risk factor evaluation in vertebral hemangioma patients treated by radiotherapy .
920671,"None of noninvasive EPTC recurred , including 30 patients treated by lobectomy without radioactive iodine ( RAI ) therapy ( median follow-up : 8.9 years ) ."
923009,A case of radiation-induced osteosarcoma treated effectively by boron neutron capture therapy .
923012,"We treated a 54-year-old Japanese female with a recurrent radiation-induced osteosarcoma arising from left occipital skull , by reactor-based boron neutron capture therapy ( BNCT ) ."
941082,A case study of pruritic eczema treated by relaxation and imagery .
947363,"This short paper illustrates a case with cervical myelomeningocoele , a Chiari malformation ( CM ) , hydrocephalus ( HC ) and cervical syringomyelia treated by neuroendoscopic third ventriculostomy ( NTV ) with resolution of both the hydrocephalus and the syrinx ."
952687,We report a case of hypothalamic hamartoma treated by neuroendoscopic surgery and stereotactic radiosurgery .
953312,The authors report 5 cases treated by this mean in the postoperative period .
961796,[ High-voltage teleradiography in the control of neoplasms of the base of the tongue treated by radiotherapy ( proceedings ) ] .
972554,"Of 60 158 patients prospectively included in a large registry of contemporary PCI , from 2002 to 2012 , we included 7544 patients with STEMI treated by PPCI , of whom 1856 ( 25 % ) were female ."
