sentence_id,sentence_text
7857695,Postoperative complications included 2 cases of puncture-site hematoma ( cured by pressure bandage ) and 1 case of gastrointestinal hemorrhage ( healed by conservative treatment without blood transfusion ) .
7976378,"The wounds healed by primary tension in 53 children ; anatomical shape of the palate was completely restored , the palate elongated , and the pharyngeal ring narrowed ."
8085158,"Lesions in areas of callus were more likely to have healed by the end of the study period , but average time to healing was significantly longer than other lesions ."
8934054,"Following CA , 14 wounds ( 26 % ) healed by primary intention , whereas 40 wound did not ; in 15 cases ( 28 % ) , reamputations were required ."
8934055,"Following OA , 26 wounds ( 62 % ) healed by secondary intention , and 14 cases ( 33 % ) required reamputation ."
8934057,"Following CA , 77 % of 9 cases without CFI , and with healthy bone at the osteotomy site healed by primary intention , versus 4 % of 25 cases with CFI and osteomyelitis at the osteotomy site ( p<0.0001 ) ."
9202743,The only current smoker developed wound dehiscence 2 weeks postoperatively and healed by 4 .
9338929,"Following conservative management with outpatient dressings , the burn wound healed by day 56 ."
9558930,"Lesions produced by the 1 x 10(1 ) inoculum were smaller and had healed by the 15th day post inoculation , whereas lesions produced by the 1 x 10(7 ) inoculum persisted until the 24th day post inoculation ."
9936558,Fronto-nasal encephalo-meningocele healed by meningeal and bone plasty .
10175241,"The extent of structural imperfections appears to be limited , for example , no more than pairs of interacting silanols are found , readily healed by thermal treatment ."
10298501,"Complications in this series were one partial flap dehiscence that healed by secondary intention , two forehead flaps , and one bilobed flap with minimal rim necrosis that resulted in an irregular scar requiring revision ."
11166733,All incisions healed by first intetion .
11166761,"The incisions healed by first intention after operation , and there was no complication such as radial nerve injury ."
11166814,All incisions healed by first intention after operation .
11167021,"All 6 muscle-sparing rectus abdominis myocutaneous flaps were successful , and the breast incisions healed by first intention ."
11240200,Scaphoid fracture healed by 16 weeks .
11485955,The results showed complete osseous closure of the DMG site while the control healed by fibrous scarring .
11646697,The incisions of other patients healed by first intention in the two groups .
12305476,Two patients received a skin transplant after a significant reduction of the defect size and four remaining defects healed by secondary intention .
12377841,The jumps often occur in pairs with pop-in motion during loading healed by a corresponding pop-out motion on the unload stroke to define a compact hysteresis loop .
12543895,"13 fistulae ( 27 % ) healed up by conservative treatment , 10 underwent surgery and 8 patients had persistent fistulae ."
12657697,One patient suffered from a non-displaced fracture that healed by casting in a usual period of time .
12662278,Defects in the FS and the NT groups healed largely by epithelialization .
12707423,The wounds healed by secondary intention without skin grafting .
13744605,Only 52 % of the LISS group healed without intervention by 12 months compared with 91 % in the DCS group .
13873210,"However , it is often difficult to reach a diagnosis , as the lesions are barely perceptible or have even healed by the time the patient is examined ."
14657828,"In one case there was partial loss of the skin graft , which healed by secondary intention ; full range of motion was achieved in most patients , but not those with joint affections ."
14659990,"In one case there was partial loss of the skin graft , which healed by secondary intention ; full range of motion was achieved in most patients , but not those with joint affections ."
14972813,"By re-operation and/or local drug treatment , 49 of the 63 patients healed , comparing the living activity before and after operation in 96 patients showed that the surgical intervention might give them some improvement ."
15306151,Six ( 50 % ) healed by 2 years after surgery ; the remaining 6 ( 50 % ) went on to nonunion .
15401642,"Eight patients ( 24.2 % ) had healing by 3 months after surgery , 21 patients ( 63.6 % ) had healed by 6 months , and 4 patients ( 12.1 % ) had healed by 12 months ."
15845408,"By week 12 , significantly more chronic ulcers healed in the HFDD group than in the CT group ( 71.4 % versus 14.3 % , p = .003 ) ."
16864563,"Nine lesions healed by primary intention , one by spontaneous contraction of the wound , and two needed limited secondary procedures ."
17102220,"All operative wounds healed by first intention , no infection or neurological complications were recorded ."
17140824,Serial roentgenograms demonstrated that the lesion had healed by the time he was 15 years of age .
17265754,"Despite pathological evidence of impaired vascularity in over half of the patients , 33 of the 35 scaphoids had healed by 12 weeks ."
17553961,Fractures in the three patients treated conservatively healed on average by 7 months .
17553964,"Fractures in the two patients treated by open reduction and Mennen plate fixation healed on average by 2 months , resulting in a better outcome for these patients treated surgically ."
17656337,The wound healed by first intention in 32 patients .
17656629,Wound dehiscence occurred and wound healed after dressing change in 1 case ; wound healed by first intention in other patients .
17965078,( 6 ) predicting the cosmetic result ; wounds healed by secondary intention may provide a cosmetic result superior to surgical repair .
17978912,The donor sites healed by first intention and the skin grafts survived .
17979058,The incision healed by first intention in all patients except one whose incision healed after change dressing because of frequent erection .
17979111,Incision at donor site healed by first intention and no obvious scar formed .
17979138,All the donor sites healed by first intention .
17989849,The wounds all healed by first intention .
17990072,All the flaps survived and incision healed by first intention .
17990239,"Incision healed by first intention in group A. No puncture , deep infection , rejection and general fever reaction occurred in group B. All patients in two groups were followed up for ( 13.2 + /- 4.6 ) months ."
18113354,The authors review the literature from 1980 to 1990 in the light of personal clinical experience and formulate a surgical protocol of the cases not healed by medical or endoscopic therapy .
18182206,"The median initial epithelial defect was 100 mm(2 ) ( range , 18 to 121 mm(2 ) ) , which healed in all eyes by 3.5 months ."
18299998,The arthrotomy incisions healed by granulation in 16 horses ; in 9 horses the arthrotomy incision was sutured closed once the infection was eliminated .
18326937,All incisions healed by first intention .
18373035,"All incisions of 2 groups healed by first intention without complications of postoperative infections , metal fracture , and loosening of internal fixation , etc ."
18373084,All incisions healed by first intention .
18415085,"Superficial wound infection and partial skin necrosis occurred in 1 case respectively , and were cured after symptomatic treatment ; the other incisions healed by first intention without complications ."
18415311,All incisions of the donor sites healed by first intention .
18415313,Wounds were repaired by one-stage free skin grafting in 1 case and by two-stage free skin grafting in 7 cases ; all skin flaps survived and wounds healed by first intention .
18416754,All skin flaps or grafts survived and wounds healed by first intention .
18692021,"All incisions healed by first intention , and no complication occurred ."
18695884,All wounds healed by first intention .
19145819,"Superficial wound infection occurred in 3 cases , and was cured after debridement ; the other incisions healed by first intention without complications ."
19204530,"The skin superficial dry necrosis of the wound occurred in 1 case , and healed by dressing change ."
19204775,"The other flaps and the skin grafting survived and healed successfully , the wounds of recipient and donor sites healed by first intention ."
19210019,"The incision healed by first intention , without the complications of skin necrosis , nonunion , delayed healing , and infection , scar hyperplasia or ulcer , and symptom of peroneal nerve injury ."
19210298,All incisions healed by first intention .
19210414,"The incisions healed by first intention after operation , and no complications such as acute infection occurred ."
19214093,"All incisions healed by first intention , and no infection and skin necrosis occurred ; all the pre-injury activities and exercise were restored at 6 months after operation ."
19214635,"The remaining 38 flaps survived successfully , and the wounds and the incisions of donor sites healed by first intention ."
19214668,Other flaps survived and the wounds healed by first intention .
19214669,All donor sites healed by first intention and the skin grafts survived .
19291180,"Of the subjects completing the study , 76 % healed by 12 weeks with a mean time to healing of 53.1 ± 21.9 days ."
19291182,"For subjects not healed by 12 weeks , the average wound area reduction was 71.4 % ."
19379597,All incisions healed by first intention postoperatively .
19379876,"After cutting the pedicles , all flaps survived , and wounds of recipient sites healed by first intention ."
19379877,"Incisions of the donor sites healed by first intention , and skin graft survived ."
19381648,"Two patients developed superficial infection , which was cured after dressing change , and the other incisions healed by first intention ."
19381788,Wound healed by first intention in all patients and no early complication occurred .
19382659,All incisions healed by first intention .
19448043,"Following nailing , 29 non-unions had healed by a mean 7.93 months ."
19475464,"Two hundred and thirty-four ( 65.0 % ) of the gunshot wounds healed by secondary intention , 81 ( 22.5 % ) had split thickness skin grafting and 18 ( 5.0 % ) had flap cover ."
19733357,"Although the infection appeared to have healed by antibiotic therapy , resected tissue was strongly positive for Enterococcus faecalis ."
19954433,The primary outcome measure for this study is the proportion of ulcers healed by the six month follow-up period .
20231827,"The bFGF and VEGF expression levels indicated that the healing process stopped at 8 weeks post injury or was not activated , although the injury had not healed by histological examination ."
20558329,The wound completely healed by the eighth postoperative month .
20605854,All fractures healed by production of external callus .
20680822,"Two RVF healed by 1st intention whereas for the 3rd RVF , 2 additional single sutures were required to repair partial dehiscence after 10 days ."
20784472,The final result at the 3-month follow-up revealed an esthetically pleasing skin incision that healed well and was hidden by the natural skin fold of the axilla .
21254283,"Seventy percent of ulcers healed by the 16th day , and all were healed by the 25th day ."
21502753,Incision healed by first intention in other patients except 1 patient who had effusion at incision .
21742890,"In 3 cases , a 1-cm dehiscence was documented , which healed by secondary intention ."
22359969,"All the incisions healed by first intention , and no complication such as fracture redisplacement , fracture nonunion , internal fixator fracture , and common peroneal nerve injury occurred ."
22360133,"The flaps survived smoothly , and the wounds healed by first intention ."
22360134,The incisions at donor sites healed by first intention at 2 to 3 weeks after operation .
22360161,All the incisions healed by first intention .
22577221,"By day 28 , the treated wounds healed completely without scar ."
22628829,Eight flaps survived without any complications and the donor sites healed by first intention .
22692658,Skin grafting at donor site survived and all incisions healed by first intension .
22694117,All incisions healed by first intention .
22977087,All incision healed by first intention .
22977149,"In ABFH group , all incisions healed by first intention , but deep vein thrombosis occurred in 1 case on the postoperative third day ."
22977150,"In DHS group , incisions healed by first intention in 16 cases and by second intention in 2 cases , coxa adducts occurred in 2 cases after operation ."
22977151,"In PFNA group , all incisions healed by first intention ."
22977421,The wound healed by first intention and no early complication occurred .
23005650,"Incision healed by first intention in 37 cases , superficial infection occurred and cured after 2 weeks of dressing change in 5 cases , and sinus formed and cured after 2 months of dressing change and drainage in 1 case ."
23009873,"All cases were followed up for 17 - 35 months with an average of 21 months , the wound all healed by first intention ; no red swelling , exudation and infection occurred ."
23009925,"All the wound healed by first intention without any complications such as infection , fracture , nerve and vascular injury , and deep vein thrombosis ."
23036248,Superficial infection of the incision occurred in 1 case at 6 days postoperatively and was cured after debridement ; other incisions healed by first intention .
23041337,All the incision of 2 groups healed by first intension .
23167895,"All incisions healed by first intension , and no incision infection occurred ."
23348158,"All wounds healed by first intention , and no postoperative complication occurred ."
23348253,All incisions healed by first intention .
23708630,The lesions healed completely by parenteral sodium stibogluconate ( Pentostam ) 600   mg daily .
23753311,"By the end of treatment , 32 % of the ulcers had completely or almost healed , and a further 27 % were showing evidence of granulation ."
23966384,The bone defect healed by secondary intention without surgical interventions .
24170671,All conjunctival wounds healed by the end of the first week .
24239652,In the static air group all pressure ulcers healed by regular treatment according to our PU protocol .
24272626,All defects healed by 4 weeks postoperatively .
24844512,"Nineteen flaps survived completely , while necrosis occurred at the apex of the other 2 flaps , which healed by ordinary management ."
25743125,All patients had healed radiographically by 11 weeks postoperatively .
25795261,"Of the 10 patients , 6 had their wounds healed by first intention ."
25849609,"The wounds healed by first intention , and the flaps survived completely in 54 patients ."
26215462,"Incisions healed by first intention , and no related complication occurred ."
26590630,"New bone formed in response to BMP-2 synthesised endogenously by the genetically modified cells had a slimmer callus than those healed by rhBMP-2 , with improved cortication and advanced reconstitution of marrow ."
27103496,"Combined use of rhBMP2/BCB and free periosteal graft was superior in terms of increased amount and quality of the new bone formed at the early stage of the repair process ( within 12 weeks ) to rhBMP2/BCB used in isolation , with the defect basically healed by 12 weeks ."
28429331,"The size of the silicone rod is precisely assessed in the first stage , the proximal tenorrhaphy has healed by the time the second stage is performed , and donor site morbidity is minimized ."
28706778,"By 7 days the endothelium had "" healed , "" but the underlying smooth muscle cells had modulated and were of the synthetic phenotype ."
29930875,"Wound healed by first intention in 29 patients of RPR group and in 29 patients of control group ( 29/30 ) , by second intention after 3 days of dressing change in 1 patient of control group ; showing no statistically significant differences ( P > 0.05 ) ."
29931031,All incisions and donor sites healed by first intention .
30017431,The graft incorporated well and healed by 4 weeks postoperatively .
30056385,Primary effectiveness criteria were ( i ) reduction in wound size evaluated by percentage change in wound area and ( ii ) healing assessed by number of patients healed by end of the 12   week study .
30272034,Fifty-five ( 77.9 % ) amputation stumps healed by primary intention .
30272039,Majority of the stumps healed by primary intention .
30280441,Sixty-nine of the 91 osteotomies healed by 6 months ( 75.8 % ) and were considered delayed unions .
30761508,"By 9 months , only 1 patient had not healed ."
31930736,"In the cases where grafts had failed , wounds healed by secondary intention without further complications ."
32150655,The latter healed by scar formation .
33408823,All the goats survived until the end of experiment and all the wounds healed by first intention .
33583936,"CO2 laser was shown to substantially increase the efficiency of surgical therapy : the duration of preoperative preparation was reduced , the wound healed by first intention , a marked cosmetic and functional effect was achieved , hospital stay and temporary disability days were decreased ."
34099675,"By 10 days after the removal of ePTFE , the lesion spontaneously healed ."
34215386,All fissures healed by 8 weeks after operation .
34773845,Significantly more fractures had healed by 16 ( p=0.039 ) and 20 weeks ( p=0.022 ) in the BMP group compared with the matched group .
34787567,"One tooth healed by new connective tissue attachment , and another by junctional epthelium ."
35120883,Sity-seven patients with duodenal ulceration healed by a 6-week course of cimetidine were randomly allocated to 400 mg of cimetidine twice daily or placebo in the maintenance trial .
35163943,"There were no neurologic function deterioration , hematoma , wound infection , internal fixation loosening and other complications in study group during hospitalization and following-up;there were 2 cases of superficial wound infection in the control group , who healed by dressing change for 2 weeks;there was no significant difference between two groups(P>0.05 ) ."
35169416,"Surgical exposure to the uterus was good , and the incisions healed by first intention in surviving mares ."
35285043,"Whereas tRNA ends healed by wild-type CthPnkp are readily sealed by T4 RNA ligase 1 , the H189D enzyme generates ends that are spliced by yeast tRNA ligase ."
35363749,"The operations were successful , the incision healed by first intention ."
35489585,"Overall , 50 % and 65 % of treated and nontreated eyes healed by 48 hours ."
35525072,We report an infant girl with vitamin D deficiency rickets subsequently healed by cholecalciferol administration alone before receiving TNSALP-replacement therapy for accompanying HPP .
36087877,"One Gore-tex and one vein graft became exposed , but the wounds healed by secondary intention with routine wound care ."
36283228,"Macroscopic lesions in + /RNU rats became intensely erythematous ( climax days 10 - 14 ) , were limited in spread and alopecia ( days 16 - 20 ) , and healed with hair regrowth by day 35 ."
36356840,"A total of 12 wounds ( 57.1 % ) healed by 12 weeks , and 16 ( 76.2 % ) wounds healed by 24 weeks ."
36455833,"38 eyes with macular holes which were closed after one surgery were selected and were grouped into type of complete healed , partial healed and no healed by Optical Coherent Tomography ( OCT ) ."
36717604,Patients whose wounds healed by secondary intention showed the best outcome .
37199459,"For mice treated by intraperitoneal injection , the lesion sizes increased initially for the hexane , dichloromethane and ethyl acetate extracts and healed by day 42 ."
37225272,"For all patients of both groups , the wound healed by first intention , and all were followed up for 12 - 45 months ."
37256519,All the wounds healed by primary intention and no wound complication was observed after a mean follow-up period of three years .
37327009,All the flaps survived and all wounds healed by first intention .
37328839,The free skin grafts survived and the incision healed by the first intention .
37805811,"Certain drug-induced gastroduodenal lesions , e.g. NSAID-induced ulcers , which are often unresponsive to H2-receptor antagonists , have been healed and their recurrence prevented by the use of PGE1 and PGE2 analogues ."
37898145,"After operation , all the flaps survived and the wound healed by first intention ."
37910471,The remaining patients had their wounds healed by first intention .
38077566,"The wounds healed by granulation in 27 patients ; seven had secondary closure , and four had split skin grafts ."
38171341,The wound healed by secondary intention .
38320628,The incision healed by first intension in all cases except for one revision case that suffered from postoperative cerebrospinal fluid leakage and obtained delayed-healing without infection 23 days after operation using conservative treatment .
38320663,The incisions in two groups all healed by first intention .
38320818,All wounds healed by first intention .
38403357,All wounds healed by first intention .
38403509,All incisions healed by first intention .
38403510,The donor site wound all healed by first intention .
38496181,"After operation , wound healed by first intention with no early complication of infection or neurovascular injury ."
38503130,Wound infection occurred in 1 case and was cured after corresponding treatment ; incision healed by first intention in other patients .
38519498,All incisions healed by first intention .
38596506,The wound healed with regular dressings by 8 weeks .
38779628,Between 39 % and 56 % ofVLUs healed by 6 months .
38786295,"Treatment with HSE was more effective than compression therapy in the percentage of patients healed by 6 months ( 63 % vs 49 % ; P=.02 , Fisher exact test , 2-tailed ) and the median time to complete wound closure ( 61 days vs 181 days ; P=.003 , log-rank test ) ."
38799712,All the flaps and skin graftings survived after operation and incisions healed by first intention .
38800541,"All incisions healed by first intention , with no severe complication ."
38817487,All incisions healed by first intention .
38827152,All incisions healed by first intention with no complication .
38843870,Four flaps survived after surgery ; wounds at the donor site and recipient site healed by first intention .
39326377,Disseminated porokeratosis transiently healed by cancer chemotherapy .
39814551,The incisions of all 41 patients healed up by first intention .
40369258,All incisions healed by first intention .
40520681,DIC video analysis revealed that stab wounds made in Caco-2BBe monolayers healed by two distinct processes : ( a ) Extension of lamellipodia into the wounds ; and ( b ) Purse string closure of the wound by distinct arcs or rings formed by cells bordering the wound .
40702414,The corneal epithelial defect of the patient 's left eye healed by the fourth postoperative day .
40797639,All incisions healed by the first intention .
40804171,The incisions healed by first intention .
41014210,"No loosening and rupture of pin , no damage of blood vessels and nerve , and shallow or deep infection occurred during 3 months follow-up , and the incisions healed by first intention ."
41045457,The other flaps survived and healed by first intention .
41213514,"Excluding the patients who dropped out , 25 of 38 ( 66 % ) subjects healed by 4 months ."
41485470,"Twenty patients incisions healed by first intention and the flaps , nails and skin grafting survived ."
41485471,All donor sites healed by first intention .
41486254,The skin defect healed completely by second intention and the stump was epithelialized with a thin pad after three months .
42033374,In the early-treated fish the size of ulcers was 23.3 % of the body length on day 18 ; by day 36 after treatment the ulcer had completely healed .
42826410,The wound healed by first intention and no signs of rejection were noted .
43352713,"In those patients who had not healed by 6 weeks , ranitidine provided greater relief from pain than placebo ."
43393373,The abdominal wounds healed by first intension .
44383424,In all these patients the operative wound healed by first intention and no gastric leakage was observed .
44802858,All incisions healed by first intention .
44854830,All grafts survived and the incisions healed by first intention in the two groups .
44871069,"Eighteen cases of incisions at donor site healed by first intention , 2 cases had local skin necrosis and healed by debridement and suture ."
44873490,The clinical results showed that all flaps survived completely and the incisions healed by first intension .
44997965,"The remaining five patients had unsuccessful primary healing of the skin , but all subsequently healed by granulation on the mesh ."
45229648,All nine fractures healed by 13±1.3 weeks postoperatively .
45910956,"By 19 months of age , the ulceration had healed completely ."
45919608,All incisions healed by first intention after operation .
45924516,The incisons of the other patients healed by first intention .
46016974,All incisions healed by first intention .
46017144,The incisions healed by first intention in all patients .
46058194,"The flaps survived completely after operation in 6 cases , and the wounds healed by the first intention ; the partial necrosis of flap occurred and healed after skin graft repair in 1 case ."
46058195,One incision partially ruptured in the donor site and healed after dressing change ; the other incisions healed by the first intetion .
46058217,The flaps survived and the incisions healed by the first intention .
46335732,"Wounds healed by contraction and epithelialization in 21 , 21 , and 45 days ."
46653482,"The incisions healed by first intention in the two groups , and no early complication occurred after operation ."
46702012,All incisions healed by first intention with no obvious complications .
46702975,"The incisions healed by first intention after operation , and no complications such as infection and deep vein thrombosis of the lower extremities occurred ."
46722882,All incisions healed by first intention after operation .
46750335,All osteotomies except one healed by 12 - 16 weeks .
47023328,"All the incisions healed by first intention , and there was no complication such as incision infection , fat liquefaction , necrosis , deep vein thrombosis of lower extremities , and neurovascular injury ."
47625934,"The luminal surface of the anastomosed line was healed smoothly , and thrombi between the telescoped arteries were replaced by elastofibrotic union ."
48179973,The primary healing rate was 47 % ( 15/32 ) and the definitive healing rate   ( healed by the time of data collection and after secondary procedures ) was 71 % ( 23/32 ) .
48225972,"Sinus formed at the edge of the flap in 1 patient , which healed after dressing change and drainage ; other flaps survived well , and the wounds healed by first intention ."
48225973,"The skin flap at donor site survived , and the incisions healed by first intention ."
48390344,Of 11 perineal wound 8 healed primarily in 2 weeks and all healed by 4 weeks .
48691621,"To determine the appropriateness of secondary intention healing , we reviewed surgical outcome in 205 patients with Mohs wounds of the scalp and forehead that had healed by secondary intention ."
48733452,Partial distal thumb necrosis was observed in six cases ( 40 % ) ; they healed by secondary intention .
49076827,"Sixteen corneas healed by conjunctival epithelium , with vascularization persisting for 20 months , were used in this study ."
49127244,"Although multiple KCOTs occurred continually , the majority of the lesions healed well by decompression and important anatomical structures and permanent teeth were successfully preserved ."
49307380,Severe hypertension by hydrosephritis healed by nephectomy .
49571747,-Neonatal Kasabach-Merritt syndrome healed by complete surgical excision of the angioma- .
49856866,"During the operation , there was no accidental injury of large blood vessels , esophagus , and trachea ; no laryngo edema , dysphagia , hoarseness , and cerebrospinal fluid leakage occurred after operation ; no spinal cord injury or nerve root injury aggravated ; the incision healed by first intention , and no infection occurred ."
49858419,Two patients experienced fat liquefaction of the incision and delayed healing ; the incisions of the remaining patients healed by first intention .
49858627,"The amount of intraoperative blood loss ranged from 200 to 600 mL , with an average of 300 mL. All the incisions healed by first intention and no infection , deep vein thrombosis , or sciatic nerve injury occurred ."
49892916,All incisions healed by first intention .
49892960,"All incisions healed by first intention , and there was no early postoperative complications such as infection ."
50067430,( 1 ) All the incisions healed by first intention .
50523973,"All incisions healed by first intention , no recurrence of infection occurred , and no surgical intervention such as second-stage bone grafting and fusion was performed ."
50524064,"All incisions healed by first intention after operation , and no surgery-related complications occurred ."
50538747,All incisions healed by first intention .
50538823,The incisions of the two groups healed by first intention .
50538883,"All incisions healed by first intetion , and no complications such as infection , venous thrombosis of lower extremity , or neurovascular injury occurred ."
50538922,"All incisions healed by first intention , and there was no complications such as knee stiffness , infection , and re-dislocation of the patella ."
50538967,The wounds in the donor and recipient areas healed by first intention .
51776052,Defects treated with cancellous bone or not treated healed by ingrowth of cancellous bone during the first 12 weeks after surgery and by reformation of the lateral cortical wall by week 24 .
51783863,"Over a four-week period , two wounds healed , four healed by 90 % and two by 80 % , with an overall average healing rate of 46 % ."
51922672,"By study end , six ( 35 % ) of h-EGF treated patients and two ( 11 % ) in the placebo group had healed completely ( P = .10 ) ."
51966185,"Ulcers , some of which extended into the submucosa , healed by days 14 to 20 ."
52019015,"Yet , the current dogma in dermatologic surgery is that wounds healed by second intention have lower infection rates ."
52347217,"All EPC-treated bone defects healed radiographically by 10 weeks , whereas control-treated defects developed a nonunion ."
52502381,Incision healed by first intention in all patients .
52502496,The wounds healed by first intension in 32 cases .
52504275,"Wound healed by first intention in 88 cases , infection occurred in 4 cases ."
52508279,All wounds healed by first intention .
52511118,Incision healed by first intention and no complications occurred in all patients .
52513203,Other incisions healed by first intention .
52586181,Incision healed by first intention in other cases .
52595590,All incision healed by first intention .
52597416,"All the wounds healed by first intention , and no postoperative early complication occurred ."
52597552,"Subcutaneous ligated fat occurred and cured after symptomatic treatment in 2 cases , other incisions healed by first intension ."
52605841,"The corneolimbal graft became partially incorporated into the perforated cornea , which healed by scar tissue , after a few months ."
52737534,This article presents the first case of a newborn with full-thickness ACC lesion of the vertex healed by conservative treatment with application of acellular dermal matrix .
53365973,"By contrast , the control ( i.e. , empty ) defects healed with tissue that exhibited very poor metachromatic staining and exhibited very high indentation values ."
53422232,After one-month treatment of 53 duodenal ulcers 44 ( 83 % ) healed by a scars .
53422234,Of 43 gastric ulcers after one month treatment 31 healed ( 72.1 % ) by a scar .
53731605,"All the eyes of the mice treated with cysteine healed completely by day 5 after surgery , with a mean re-epithelialization time of 92 + /- 10 h ( SD ) ; the mean re-epithelialization time was 125 + /- 8 h in eyes that received the placebo ."
53939452,The large abdominal wound healed by primary intention .
54489912,Acyclovir treatment healed all skin lesions by day 15 after inoculation .
54577149,All incisions healed by first intention in 2 groups .
54610325,All incisions healed by first intention after operation .
54610684,All incisions healed by first intention in 2 groups .
54635417,Results show that all ligaments healed by bridging scar formation rather than true ligament regeneration .
54776619,Incisions healed by first intention .
54977859,Experimental study on 80 guinea pigs showed that in the animals exposed for a long time to the action of microwabes of low intensity the linear skin wounds healed by primary intension much more rapidly than in the non-irradiated animals .
55146388,Ten client-owned dogs with 12 cutaneous open wounds healed by the second intention were included .
55246374,"Of the seven patients who lost skin grafts , two healed by secondary intention , two underwent repeated full-thickness skin grafting , and three underwent galeal rotation flaps with split-thickness skin grafting , one of which eventually required a scalp flap ."
55302216,"Wound dehiscence , which was observed in all cases , healed by second intention ."
55709922,"The large wound healed by secondary intention , with a complete formation of the scar in three months ."
55735018,They healed by secondary intention .
55750139,"The ulcer healed by more than 50 % in the first week in 3 patients from group A and closed completely after one month for 4 patients in group A , respectively 4 patients in group B. Hypopyon did not reappear after the crosslinking procedure in group A. However , it did persist in one patient from group B. Postoperative results were the same at 3 , 6 and 12 months after the procedure ."
55879330,All healed well by second intention .
56091110,All the incisions healed by first intention .
56364717,"Fifty-three percent of ulers healed by two weeks during treatment with ranitidine 300 mg pem and 88 % by four weeks , while the results for ranitidine 300 mg nocte were 50 % and 86 % , respectively , and 44 % and 84 % for cimetidine ."
56566058,One fistula healed spontaneously by indwelling bladder catheter .
56674422,"All flaps healed primarily , achieving a good functional result by complete removal of contracting scar tissue for all patients ; one donor site healed by secondary intention ."
56739837,"There was little similarity between the healing observed in the descending thoracic aortic and subcutaneous positions ; the descending thoracic aorta grafts healed rapidly and completely by eight weeks , with thrombus-free flow surfaces covered with confluent endothelial cells ."
56764196,The fractures healed by periosteal new-bone formation .
57107321,"All struts healed and remodeled by the ultimate follow-up , and there was only one instance of fibula fracture ."
57854974,"One patient required bilateral advancement rotation flaps , and 1 patient healed by second intention ."
58525266,All but one patient had healed by 6 weeks postoperatively .
58675694,"Of the ulcers , 247 ( 55.0 % of 449 ) and 295 ( 65.7 % ) healed without amputation by 6 and 12 months , respectively ."
58678969,Incisions healed by first intention .
58679837,"In the LeucoPatch group , 45 ( 34 % ) of 132 ulcers healed within 20 weeks versus 29 ( 22 % ) of 134 ulcers in the standard care group ( odds ratio 1·58 , 96 % CI 1·04 - 2·40 ; p=0·0235 ) by intention-to-treat analysis ."
58709380,There was a significant difference between HAM and routine groups with wound healing time ( P <   .0001 ) and proportion of wounds healed by day 12 ( P =   .01 ) .
58756212,All incisions healed by first intention .
59026033,Purulent pleurisy with multiple germs healed by penicillin .
59161291,"Following application of the negative-pressure dressings , the wound granulated quickly and healed well by secondary intention ."
59492033,All fractures healed by 14 weeks postreduction .
60107271,All open wounds granulated well and healed by secondary intention despite presence of exposed mesh .
