sentence_id,sentence_text
18977,"Short-term treatment with liraglutide did not improve left ventricular diastolic function , suggesting the cardioprotective effect is not exerted through the improvement in diastolic dysfunction ."
19207,"Treatment with olanzapine , risperidone , and clozapine is often associated with weight gain ."
19719,"Treatment with CEF-FK506-nilotinib-GSH-CL-liposomes reduced the expression of Bax and α-syn and promoted the expression of Bcl-2 , tyrosine hydroxylase , and the dopamine transporter ."
20027,Treatment of AF cells with EC culture conditioned media decreased collagen type II expression two fold .
21199,"Strains of Pseudomonas aeruginosa and Enterococcus faecalis with different susceptibility were exposed to changing gatifloxacin concentrations , simulating human urinary concentrations afer oral treatment with 200 mg twice daily for 3 consecutive days ."
21275,"Cotreatment of male rats with 675 mg/kg carbendazim and 50 or 100 mg/kg flutamide , an androgen receptor antagonist , once daily for 28 d blocked decrease of testis weight induced by treatment with carbendazim alone ."
21277,"Premating treatment of male and female rats with 200 mg/kg carbendazim for 28 d produced androgenic effects including incomplete development of uterine horn , enlargement of uretha , absence of vagina , and induction of seminal vesicles in female offspring , without marked effects in male offspring ."
21278,"Premating treatment with 100mg/kg benomyl , the parent compound of carbendazim , resulted in incomplete development of uterine horn and absence of vagina in female offspring and produced testis and epidydimis atropy in male offspring ."
21279,"Treatment of male rats with 25 , 50 , 100 , 200 , 400 , and 800 mg/kg carbendazim for 56 d produced dose-dependent increases of androgen receptor concentrations in testis and epididymis ."
24358,"Here , we explored the presence of these heritable ADHD endophenotypes in two commonly used inbred mouse strains , C57BL/6J and DBA/2J , and investigated whether treatment with the stimulant amphetamine affected these phenotypes ."
27575,We found a significant decrease in the infectious titer of the cells after treatment with 1 % paraformaldehyde .
28683,"The contractile response of longitudinal and circular strips of rat myometrium to oxytocin ( OT ) , [Arg8]vasotocin ( AVT ) and [Arg8]vasopressin ( AVP ) was examined in vitro in late pregnancy ( controls at day 20 , day 21 , day 22 ) and 24 h after treatment with the antiprogestin , RU 486 ( or mifepristone , given on day 20 or day 21 of gestation ) ."
29047,Treatment of cells with Jak-selective inhibitors suggests that the mechanism by which Tyk2KD functions to restore BAT differentiation is by dimerizing with kinase active Jak1 or Jak2 .
29869,Treatment with NA for 4 days also increased glucocorticoid receptor expression but had no effect on mineralocorticoid receptor expression .
30201,"Although there was no significant difference in the total number of microvessels , the density of mature vessels was significantly enhanced by the combined treatment with both pbFGF and pVEGF compared with those incorporating individual pDNA ."
30277,"Treatment of cells with the ethylene antagonist , silver thiosulfate ( STS ) , resulted in the suppression of enzyme activity ."
30818,"Ninety three percent were in treatment with aspirin , 86 % with statins , 66 % with b-blockers , and 73 % with angiotensin converting enzyme inhibitors or angiotensin receptor blockers and 20 % with clopidogrel ."
30821,"Despite the high proportion of patients in treatment with evidence-based therapy , many do not achieve the targets for risk factor control with the new health care model ."
31467,Here we present the morphological and genetic characterization of a novel glioblastoma in vivo model and provide evidence that treatment with an antibody targeting TF leads to reduced glioma cell invasiveness .
31886,Preventive treatment with AdK1 - 3 inhibited experimental HCC recurrence and tumor growth in the liver .
32094,Aspirin desensitization may be a safe alternative even during pregnancy if carefully monitored and permit patients with APS to receive treatment with ASA .
32189,Simultaneous allergen inactivation and detoxification of castor bean cake by treatment with calcium compounds .
32200,Solid-state fermentation ( SSF ) and treatment with calcium compounds were used as cake detoxification processes .
32655,"BrdU efficiently killed the cells in cooperation with irradiation with light and a brief treatment with Hoechst 33258 , but CldU did not at all ."
32836,Treatment with NS-398 could down-regulate the expression of CD44v6 as well .
33289,"Intriguingly , most of these effects can be abrogated by treatment of stressed mice with SP-receptor neurokinin-1 receptor ( NK-1 ) antagonists or NGF-neutralizing antibodies - as well as , surprisingly , by topical minoxidil ."
33494,"Furthermore , topical treatment of mice with clobetasole cream 0.05 % resulted in almost complete depletion of splenic DC and a severe hyposplenia , while high-dose oral pimecrolimus treatment did not show any effects on the spleen or on splenic DC ."
33683,"However , plasma immunoreactive renin concentration was significantly increased by the treatment with ES-1005 ( P less than 0.05 ) ."
33684,These results suggest that the treatment with the renin inhibitor ES-1005 for one week has a paradoxical effect on kidney renin gene expression and renin release from the kidney in sodium-depleted marmosets .
35019,The mean follow-up time was 31.6 months prior to the switch and 14.7 months on treatment with aflibercept .
35064,A significant decrease in BP was seen during treatment with hct 12.5 mg except in the casual standing position .
35066,The mean steady state concentration was 111 ng.ml-1 during treatment with hct 75 mg .
35904,"In addition , immunization of C57BL/6 mice with rV-CD70 admixed with vaccinia virus encoding carcinoembryonic antigen ( rV-CEA ) was superior to treatment with rV-CEA alone in inducing CEA-specific lymphoproliferative T cell responses and reducing growth of murine colon carcinomas transduced with CEA ."
37012,"Macronutrient intake , appetite , food preferences and exocrine pancreas function after treatment with short- and long-acting glucagon-like peptide-1 receptor agonists in type 2 diabetes ."
37031,Reductions in appetite and body weight as a result of treatment with short- or long-acting GLP-1 RAs are not driven by changes in gastric emptying or gastrointestinal side effects .
37277,"Although locoregional recurrences developed in two tumors , these lesions could be recontrolled by repeat treatment with RFA ."
37419,"Early attempts at treatment with peginterferon and ribavirin were limited by toxicity , long treatment duration , and limited efficacy ."
39953,We have used the mdx mouse model of DMD to assess if early combination treatment with beta blocker ( BB ) and ACE inhibitor ( AI ) is superior to single treatment with either one of these drugs .
39955,Combination treatment did not show benefits over treatment with AI or BB alone .
40173,"Oral and topic treatment with green tea and mate tea prevented lipid peroxidation , both treatments with mate tea also prevented DNA damage ."
40174,"However , only topic treatment with green tea and mate tea prevented increases in protein carbonylation ."
41265,"Treatment with 10 , 50 , or 100 mg/kg ( but not 1 mg/kg ) of the nitric oxide synthase ( NOS ) inhibitor L-nitro-arginine methyl ester ( L-NAME ) significantly attenuated USV production , as did injection of 10 mg/kg cocaine ; combined treatment with both drugs did not result in greater suppression , perhaps due to a floor effect ."
41266,"Although cocaine increased locomotor activity , treatment with L- or D-NAME alone did not alter activity levels ."
41817,"Intraarticular injection of Ad . TK in the knees of rhesus monkeys with arthritis , followed by treatment with ganciclovir for 14 days , resulted in increased apoptotic cell death in the synovium of Ad . TK-injected as compared with noninjected joints and ablation of the synovial lining layer ."
42888,"In the present scenario of HIV pandemic , ineffective treatment of patient or partner with gonorrhoea may result in development of these complications ."
43750,"Successful treatment of "" buffalo hump "" with growth hormone ."
43984,"The values after four weeks washout-placebo and active treatment with urapidil showed : the systolic/diastolic BP was reduced from 157.7 + /- 6/108.0 + /- 2 on placebo to 140.4 + /- 4/97.3 + /- 3 mmHg ( p < 0.05/p < 0.01 ) after urapidil , respectively , whereas heart rate was unchanged ."
44453,"The promoter hypermethylation was inversely associated with mRNA expression in SiHa , CaSki , and HeLa cells and treatment with demethylating agent 5-aza-2-deoxycytidine restored DOC2B expression ."
44499,"Treatment of the halide-ion complexes of 1 with Group   I and II metal ions ( Li(+ ) , Na(+ ) , K(+ ) , Cs(+ ) , Mg(2 + ) , and Ca(2 + ) ; studied as their perchlorate salts in CD(3)CN ) revealed unique interactions that were found to depend on both the choice of the added cation and the precomplexed anion ."
44973,"High-dose preoperative treatment with oral cholecalciferol was effective at increasing 25(OH)D concentrations and reduced changes in postoperative pulmonary vascular permeability index , but not extravascular lung water index ."
45096,"The compound has also shown neurorescuing properties in rat pups after axotomy , rat hippocampal CA1 neurons after transient ischemia/hypoxia and mouse nigral dopaminergic ( DA ) neurons after treatment with MPTP in doses ranging between 0.0003 and 0.1 mg/kg po or sc , depending on the model [ 333136 ] ."
46185,Eight weeks after surgery basal Sham and Ovx rats were killed to establish baseline cortical bone values before the initiation of treatment with rhIGF-I/IGFBP-3 complex .
46194,"Treatment of Ovx rats with the rhIGF-I/IGFBP-3 complex increased body weight , lean body mass , and femoral BMC and BMD.(ABSTRACT TRUNCATED AT 250 WORDS )"
46419,The enhanced binding activities of the cells treated with diamide were abolished on treatment with dithiothreitol .
46844,"We did not find differences in the days of fever or days on antibiotic treatment with less than 1 x 10(9)/l ANC , rate of bacteriemia , or days of hospitalization in both groups ."
47159,"Treatment of chromaffin cells with phorbol 12-myristate 13-acetate produces disassembly of cortical F-actin , increasing the number of vesicles at release sites ( Vitale , M. L. , Seward , E. P. , and Trifaró , J. M. ( 1995 ) Neuron 14 , 353 - 363 ) ."
47367,"Notably , treatment of rats with SCF somewhat increased , and treatment with anti-SCF significantly decreased , parasite egg production during N brasiliensis infection ."
47419,Treatment of huPBL-SCID chimeric mice with anti-CD40 or anti-CD20 monoclonal antibodies ( MoAb ) significantly delayed the development of EBV-induced B-cell lymphoma .
47422,"By contrast , treatment with anti-CD20 significantly inhibited total human B-cell engraftment in the SCID recipients , which accounted for the absence of lymphomas ."
48089,"Treatment with D‑GalN/LPS significantly increased the GOT , GPT and lipid peroxidation levels , and decreased the antioxidant capacity of the rats ."
48090,"Treatment with PYGP ( 150 and 300 mg/kg/body weight ) decreased the levels of GOT , GPT and lipid peroxidation levels ."
48376,Treatment of peripheral tissue ischemia with topical nitroglycerin ointment in neonates .
48873,His GSE was refractory and unresponsive to the intensive treatment with the intravenous anesthetic agents .
49196,"Monocyte maturation markers were induced in cultured human myeloblastic ML-2 leukemia cells after treatment for 1 - 6 days with 0.03 - 30 microM delta 9-tetrahydrocannabinol ( THC ) , the major psychoactive component of marijuana ."
49198,The increases in these differentiation markers after treatment with 0.03 - 1 microM THC were dose dependent .
49203,"However , treatment of these "" incompletely "" matured cells with either phorbol 12-myristate 13-acetate or 1 alpha,25-dihydroxycholecalciferol , which are inducers of differentiation in myeloid leukemia cells ( including ML-2 cells ) , produced cells with a mature monocyte morphology ."
49821,"Clinical awareness , early diagnosis and surgical treatment especially with laparoscopic correction , are important factors ."
50414,"Furthermore , the adhesiveness of B16BL6 cells to endothelial cells and the retention of these cells in the lung increased by treatment with anti-CD44 monoclonal antibody ."
51294,Thirty-seven women were randomized to six months of treatment with oral ( n = 19 ) or transdermal ( n = 18 ) sequential combined hormone replacement therapy .
51356,No discriminating predictors of successful treatment with methotrexate were identified .
52446,"Like a HFD , ex vivo treatment of intestinal organoid cultures with fatty acid constituents of the HFD enhances the self-renewal potential of these organoid bodies in a PPAR-δ-dependent manner ."
53070,Overnight treatment of blood with these substances led to the inhibition of CD69 and IL-2 expression .
56044,"Additionally , treatment of MDA-MB-231 cells with baicalein down-regulated the expression of MMP-2/9 involved mitogen-activated protein kinases ( MAPK ) signaling pathway ."
56049,[ Treatment of brain injuries with ascorbic acid and rutin ] .
56257,Treatment with CAPE increased the percentage of HSPCs in cultured mononuclear cells .
56668,This study would provide a potential target for treatment of diabetes with sesamin as well as other antioxidants .
57514,"Induction treatment was administered for a maximum of 8 cycles , followed by maintenance treatment with bevacizumab ( 7.5mg/kg on d1 , q21 ) until progression ."
57817,[ Results of treatment of pulmonary tuberculosis with dihydrostreptomycin triisonicotinylhydrazone of pyruvic acid ] .
57983,"After adjustment for baseline differences , new and persistent cognitive dysfunction was associated with higher frequency of acute brain failure in the ICU , a higher exposure to severe hypotension , hypoxemia , hyperthermia , fluctuations in serum glucose , and treatment with quinolones or vancomycin ."
58386,"After treatment with cation or anion exchange resins , the extract lost its inhibitory effect against P. capsici but not A. brassicicola ."
58659,Hand-foot-skin reaction ( HFSR ) is an adverse event frequently observed during treatment with capecitabine ( cape ) .
58847,Cysteine-containing components were identified by treatment with dithiothreitol and 4-vinylpyridine and re-analysis of the derivatizated peptide by mass spectrometry .
60737,"The aim of this paper is to inform on three cases of fulminant meningitis due to S. pneumoniae resistant to penicillin , which presented neurological focalization , acute loss of consciousness , coma , and death within the first week , in spite of treatment with cephalosporin of third and fourth generation ."
60822,Endovascular treatment of carotid stenosis with angioplasty and stenting has become an established alternative to carotid endarterectomy ( CEA ) for these patients .
61653,Treatment with dynorphin antiserum significantly improved outcome after trauma as compared to control treatment with normal rabbit serum or leucine-enkephalin antiserum .
61821,Further intraocular and systemic complications which may be avoided by accurate and early diagnosis and the use of recommended treatment with antibiotics such as clindamycin .
62258,"Corticosteroids are the treatment of choice , generally with good efficacy ."
62656,A second arm of the study was conducted in which animals were randomised to indomethacin or placebo treatment with biomechanical testing at 12 weeks .
63335,These binding activities were induced by treatment of HD11 cells with lipopolysaccharide .
63388,CrAg positive ( CrAg+ ) persons could be : ( a ) asymptomatic and thus eligible for preemptive treatment with fluconazole ; or ( b ) symptomatic with meningitis with hospitalization .
63635,Treatment of xerostomia with polymer-based saliva substitutes in patients with Sjögren 's syndrome .
63801,"The mean ( SEM ) functional bladder capacity increased from 193.2 ( 28.17 ) mL before to 396.3 ( 41.96 ) mL at 6 weeks after treatment with capsaicin , in nine of the 13 patients ."
64696,Serial radiographs of 6 patients with erosive RA undergoing long-term treatment with disease-modifying antirheumatic drugs ( DMARDs ) were studied .
65551,"The increase in both alpha 1 and beta 1 mRNA levels following aldosterone and corticosterone was completely abolished by treatment with ActD and DRB , while CHX did not affect this response ."
65792,"These results provide a model for exploring optimal timing of chronotherapy with peptides , especially for treatment with telomerase inhibitors ."
65813,Cytotoxicity of radiosensitizers in multicell spheroids : combination treatment with hyperthermia .
66771,"Based on this finding the present study was designed to investigate the effect of antidepressive treatment with either amitriptyline or paroxetine on circulating concentrations of resistin and adiponectin in depressed patients , and to establish , whether these adipokines are associated with the activation of the hypothalamic-pituitary-adrenal (HPA)-system ."
66936,"Interestingly , treatment with the cytokine increased both the Km ( 43 % ) and Vmax ."
67507,Advantages of HIV treatment with Hydrea ( Hydroxyurea ) .
67819,[ Eye changes in diabetics after long-term treatment with insulin ] .
68998,"Treatment with calcium and vitamin D often worsens hypercalciuria and nephrocalcinosis , and renal impairment can result ."
69520,"This data includes ( 1 ) the electrophoretic mobilities of the phosphopeptides produced by different cleavage techniques , ( 2 ) the amino acid composition of the principal phosphopeptide generated by treatment with cyanogen bromide and ( 3 ) the resistance of this phosphopeptide to Edman degradation ."
69880,[ Ineffective attempt at treatment of Menkes disease with copper and the value of the amniotic-cell labeled-copper incorporation test ] .
70004,"Furthermore , in vivo experiments using zebrafish embryos indicated that treatment with hydrogen peroxide decreased the survival rate and heart-beating rate of zebrafish embryos , whereas these problems were reduced by PS-PGL treatment ."
71623,Seven-day treatment with LVFX is adequate for and effective in C. trachomatis uterine cervicitis .
71706,Reports that both intestinal and extraintestinal Crohn 's disease ( CD ) had healed successfully after treatment with anti-tumor necrosis factor-alpha ( TNF-alpha ) antibody have strengthened the hypothesis that it has a role in the treatment of CD .
72560,"Combination treatment of a C3H mammary carcinoma with misonidazole , hyperthermia and radiation resulted in greater local tumour control than with any of these agents singly or in pairs ."
72638,The slow reduction in basal activity following treatment with wortmannin is consistent with a wortmannin effect on constitutive recycling as well as insulin-regulated exocytosis .
72772,"Using the chloramphenicol acetyltransferase assay system , we have demonstrated that treatment with H2O2 induced transcription from the promoter and that this effect can be blocked by pre-incubation with N-acetylcysteine ( NAC ) ."
73386,Treatment of Beas-2B airway epithelial cells with crocidolite asbestos induced tissue factor ( TF ) mRNA and TF-dependent procoagulant activity .
73668,"After treatment with sesame/rose geranium oil , mean ( SD ) ESS was found to be 3.5 ( 1.8 ) ."
73669,Treatment with sesame/rose geranium oil was associated with a statistically significant improvement in ESS by 1.81 ( P < 0.0001 ) .
73749,"However , treatment with the aromatase inhibitor had no effect on basal cell growth , excluding that endogenous estrogen synthesis is involved in basal growth ."
73751,"Consequently , in the subset of ER positive breast cancer patients with estrogen-independent tumor growth , antiestrogen therapy may be superior to treatment with aromatase inhibitors which only inhibit estrogen formation but do not affect cancer cell growth in the absence of estrogens ."
75760,"Treatment with tacrolimus ( FK-506 ) has been shown to induce a significant decrease in the number of spermatocytes , spermatids , and Sertoli cells ."
75769,Long-term treatment with the immunosuppressor induced peritubular myoid cell death by apoptosis and disarrangement of the peritubular extracellular layers .
75895,"However , these HAp : Ln NPs with controllable size and morphology should be prepared under hydrothermal treatment with hydrophobic molecules as the protective layers ."
76186,"A multi-centre , randomised trial of treatment with glycopyrronium or hyoscine in children with problematic drooling and non-progressive neurodisability ."
76188,Randomisation to receive treatment with glycopyrronium or hyoscine will be computer generated from the trial randomisation website .
76342,"Furthermore , the anti-apoptotic effects of ex-4 were almost reversed by treatment with either H89 or ex9 - 39 ( P<0.05 ) ; transfection with siRNA-CHOP significantly reduced the apoptotic rate of the MSCs and did not impair the cytoprotective effects of ex-4 ."
76904,"Treatment with either CGS-12970 ( 4 mg/kg ) or CGS-16617 ( 1 microgram/kg ) alone did not attenuate the loss of CK from LVFW significantly , compared with animals receiving only the vehicles for these drugs ."
77126,Photodynamic therapy ( PDT ) for cutaneous malignancies has been found to be an effective treatment with a range of photosensitizers .
77569,Prior treatment with low-dose MTX for systemic disease did not affect response ( P = 0.8 ) .
77752,Treatment of human first trimester trophoblast cells with bacterial peptidoglycan ( PDG ) reduces their constitutive secretion of IL-6 protein and induces apoptosis .
78494,This study examined the impact of early versus delayed treatment with imaginal exposure on amelioration of PTSD symptomatology in individuals who suffered upper extremity injuries .
79532,Treatment with PCPA produced a dose-dependent decrease in exploratory locomotion in an unfamiliar automated open field relative to vehicle-treated animals .
80445,"In 14 normal subjects , treatment with acetylsalicylic acid ( ASA , 3.2 g daily for 3 days ) a well known inhibitor of prostaglandin synthesis , caused a slight but significant decrease ( p is less than 0.05 ) in basal plasma glucose levels ; by contrast , basal insulin rose from 5 + /- 1 to 8 + /- 1 muU/ml ( p is less than 0.01 ) after ASA ."
80490,"[ Treatment of patients with athetosis , hyperkinesia and spastic paralysis of the arms ] ."
80534,Treatment of 3T3-L1 adipocytes with IL-33 delayed adipocyte differentiation diminished lipid accumulation and decreased inflammation .
80562,"Low-Mr PAI purified in this way , could be almost fully reactivated by treatment with guanidinium chloride ."
81405,"Hence , combined treatment with an SSRI and a 5-HT1A antagonist increases the extracellular concentration of 5-HT more so than the former drug alone ."
82049,"Treatment of C2C12 cells with the PPARgamma ligand , 15-deoxy-Delta12,14-prostaglandin J2 ( 15d-PGJ2 ) , repressed morphologically defined myogenesis and reduced endogenous mRNA levels of the myogenic differentiation markers MyoD , myogenin , and alpha-actin ."
82257,"Electron and total internal reflection fluorescence microscopy ( EM and TIRF ) reveal that treatment with lysophosphatidylinositol ( LPI ) with the fatty acyl group C18:0 leads to reduced numbers of invaginated clathrin-coated pits ( CCPs ) at the plasma membrane , fewer endocytic events per membrane area and increased lifetime of CCPs ."
82364,"Treatment with siRNA of G protein-coupled receptor , family C , group 5 , member B ( GPRC5B ) in ghrelin-producing cell lines completely blocked the effect of glutamate-induced ghrelin suppression ."
82783,Treatment with 100 nl l-1 ozone resulted in a reduction in stomatal conductance of approximately 25 % in plants grown with 15 mM Ca2 + in the rhizosphere .
84160,These results suggest that dysregulation of a facilitatory noradrenergic input to cortical and/or subcortical motor areas may be involved in the abnormal movements caused by chronic treatment with IDPN .
85564,"In an open study , 20 patients with schizo-affective disorder , depressed type , were randomly assigned to treatment with either bupropion alone or bupropion combined with haloperidol ."
85567,"While treatment of schizo-affective disordered patients with bupropion and haloperidol is efficacious , the use of bupropion alone carries a significant risk of exacerbation of psychotic symptoms ."
85579,Apoptotic index was determined in lymphocytes after treatment with the raw or disinfected concentrates by flow cytometry .
86161,"Post-treatment with caffeine from 0 to 132 h had a dose-dependent biphasic effect on pancreatic tumorigenesis : post-treatment with the m.t.d . of caffeine decreased the total number of nodules , whereas treatment with one quarter the m.t.d . of caffeine increased their number ."
86164,Recovery of pancreatic DNA synthesis was slower after simultaneous treatment with the m.t.d . of caffeine and 4-HAQO than after treatment with 4-HAQO alone .
86308,"Lyme disease is a tick-borne illness caused by the bacterium Borrelia burgdorferi , and approximately 10 to 20 % of patients report persistent symptoms lasting months to years despite appropriate treatment with antibiotics ."
86701,"Furthermore , treatment with CpG ODN promoted the up-regulation of major histocompatibility complex (MHC)-II , IFN-γ and IL-10 ."
87022,Alpha EEG normalization after treatment with αTMS may directly subserve the processes underlying clinical improvements in schizophrenia .
87181,The study subjects were 110 biologics naïve patients with RA who started treatment with biologics and examined for anti-Ro/SSA antibody between December 2003 and March 2014 .
87187,"On the other hand , treatment with TCZ and ABT significantly decreased disease activity , relative to baseline , in both anti-Ro/SSA antibody-positive and antibody-negative patients ."
87353,Current guidelines recommend empirical treatment against Pseudomonas aeruginosa in community-acquired pneumonia ( CAP ) patients with specific risk factors .
88163,Praziquantel 40 mg/kg was the most effective drug giving a greater than 97 % reduction in egg output six months after treatment ; combined treatment with niridazole 25 mg/kg and metrifonate 10 mg/kg gave a reduction of greater than 92 % and metrifonate 10 mg/kg alone a reduction of greater than 86 % .
88164,Fewer children continued to have moderate to heavy infections ( excretion greater than 124 ova/10 ml urine ) six months after treatment with praziquantel ( 5 % ) and the combined regimen ( 7 % )
88447,"Furthermore , treatment with GSK126 , an inhibitor of EZH2 methyltransferase activity , induced FOXA1 expression in BRCA1-deficient but not in BRCA1-reconstituted MMECs ."
88516,Review of fracture experience during treatment of Paget 's disease of bone with etidronate disodium ( EHDP ) .
88560,These results were somewhat comparable with those achieved by measuring cell survival and the success of back transplants onto nude mice after treatment with drugs .
88849,We describe delayed treatment of a post-traumatic fracture of the anterior table of the frontal sinus with a titanium mesh using an endoscopic approach .
89528,"We conducted a meta-analysis of clinical trials that monitored electrolyte levels and kidney functions during treatment with nivolumab or pembrolizumab by searching MEDLINE , EMBASE and the Cochrane Database from inception through April 2017 ."
89541,Treatment with PD-1 inhibitors is associated with a higher risk of AKI compared with non-nephrotoxic agents .
89543,"In addition , treatment with PD-1 inhibitors is associated with an increased risk of hypocalcemia ."
89914,Treatment with 2 doses of epinephrine is associated with a higher risk of hospitalization ; epinephrine treatment before arrival to the PED is associated with a decreased risk .
90946,Successful treatment of an iatrogenic giant femoral artery pseudoaneurysm with percutaneous thrombin injection .
92025,"Acute treatment with AZD8418 ( 0.37 , 1.12 , 3.73 , 7.46 , and 14.92   mg/kg ) and AZD8529 ( 1.75 , 5.83 , 17.5 , and 58.3   mg/kg ) deceased nicotine self-administration and had no effect on food-maintained responding ."
92026,"Chronic treatment with AZD8418 attenuated nicotine self-administration , but tolerance to this effect developed quickly ."
92028,Chronic treatment with either PAMs inhibited food self-administration .
92463,Treatment of crayfish eyes with 25 mmol l-1 lidocaine in normal Van Harreveld 's saline arrested pigment migration to the dark-adapted position or caused migration towards the light-adapted position in the dark .
