sentence_id,sentence_text
9826500,"By using a PCR assay specific for Leishmania braziliensis in blood samples , we detected this parasite in patients cured by immunotherapy or at different stages of treatment ."
10049668,We describe the first case of XDR-TB cured by percutaneous lung puncture and with post-hospital 4 years follow-up involving radiologic imaging and septum smear and TB culture .
10221891,[ A severe case of puerperal eclampsia cured by hibernation and hypothermia ] .
10348842,"Mice cured by this chemoimmunotherapy regimen did not reject subsequent reinoculation with Renca , indicating absence of specific antitumor immunity as a result of the treatment ."
10699063,Blood dyscrasias secondary to gold : with a case of hypoplastic anemia cured by splenectomy .
10971998,[ A case of chyluria cured by ligation and excision of the perirenal lymphatic vessels ] .
10979296,Sympathetic ophthalmia cured by cortisone and ACTH .
10989058,Erysipelas Successfully cured by Subcutaneous Injection of Cows ' Milk .
10989291,Case of Streptococcus Septicaemia Cured by Mercurochrome .
10993996,A Case of Obstinate Urethral and Rectal Retention Cured by Psycho-Analytic Methods .
11263511,"Biliary leaks were found in one patient and dysfunction of the hepatobilliary ampulla with choledocholithiasis was diagnosed in one patient , both cured by endoscopic treatment ."
11364642,[ Post-operative necrotising enterocolitis . One case cured by hyperbaric oxygenotherapy ( author 's transl ) ] .
11405865,[ Actinomycosis cured by isoniazed ( all cortisone-like action excluded and after failure of griseofulvin ) ] .
11406006,[ Actinomycosis cured by isoniazid ( all cortisone-like action excluded and after failure with griseofulvin ) ] .
11422590,"Bacillus funduliformis septicemia with pulmonary bullous emphysema and bilateral purulent pleurisy , cured by massive penicillotherapy ."
11551508,The exogastric lesions are the ones most readily cured by resection .
11708307,"A case of post-traumatic intrarenal arteriovenous fistula with ipsilaterally elevated renal vein renin and hypertension , cured by partial nephrectomy , is presented ."
11765221,[ Subacute papillitis with serous meningitis cured by operation ] .
11769108,[ Degenerated nasal papillomatosis cured by radium puncture ] .
11771840,[ Meningeal listeriosis in a cirrhotic cured by early antibiotic therapy ] .
11848532,Animals cured by combination of radiation and CpG ODN were resistant to subsequent tumor rechallenge .
11870229,[ Fulminant hepatitis cured by plasma exchange in a patient with acute leukemia -- a case report ] .
11892193,There is no general biologic tumor marker which is able to distinguish those patients with microscopic residual cancer who may benefit from adjuvant anticancer treatment from those patients cured by their primary treatment who do not require additional anticancer therapy .
12280836,Tuberculous thyroiditis cured by drug therapy .
12290377,"[ Case of grave cardiac insufficiency , resistant to the usual therapy , spectacularly cured by methylthiouracil ] ."
12298435,"[ Traumatic hemobilia . Apropos of a case treated and cured by standard right hepatectomy , failure of tamponade ] ."
12360188,"CFTs are most often found incidentally , cured by local resection , and have a low risk of recurrence ."
12366288,"Spastic Torticollis , apparently due to faulty position of the eyes , and cured by tenotomy ."
12366633,"The localized form in the distal stomach is to cured by a subtotal resection of the stomach , the diffuse form and the localization in the proximal stomach only by the gastrectomy ."
12610940,This therapeutic approach of metastatic medulloblastoma might be of value as this tumor is chemosensitive and not cured by conventional treatment .
12698342,"During the study period 25 % of children with no evidence of infection at the start of the trial had become infected , while 45.5 % of children apparently cured by the metrifonate treatment had recommenced egg excretion ."
12783060,The present surgical methods are reviewed in the light of recent literature and a case study of a child cured by segmental resection of the trachea .
12866146,"By typing more than 1,000 strains from nosocomial Pyocyaneus outbreaks we could demonstrate the reliability of the pyocine typing after having cured the strains by heat ."
12916999,"Composite samples of 5 mm thickness were cured two times faster than pure polymer cured by blue light ( 30 and 60 s , respectively ) ."
12948506,"Our primary outcome was treatment failure by day 8 after enrolment , defined as clinical deterioration , development of a serious adverse event ( including death ) , no improvement by day 4 , or not cured by day 8 ."
13063030,"First case of Riehl 's melanosis cured by pituitary radiotherapy , after an evolution of four years ."
13063455,Septicemia due to Proteus vulgaris ; review of the literature and report of a case cured by streptomycin .
13077917,"In the perioperative period , 4 cases ( 1.5 % ) developed serious complications , including 3 cases ( 1.2 % ) of delayed cardiac tamponade , cured by pericardial drainage , and 1 case of a suspected air embolism , which spontaneously recovered ."
13788842,This tannin prolonged the life span of mice bearing MM2 or cured by the intravenous or per oral pre- or postmedication .
13851129,[ Severe photo-dermatosis cured by hibernation ] .
14067527,Patients with no history of previous pelvic surgery were all either cured or improved by the procedure .
14320483,"After being immersed in distilled water for 10 days , specimens light-cured by the DPSS laser had undergone less color change than those cured by the other units ."
14549783,4 . Patients with adrenal causes of hypertension were cured or significantly improved by laparoscopic unilateral adrenalectomy .
14590826,Lemierre syndrome complicating multiple brain abscesses caused by extended-spectrum β-lactamase-producing Klebsiella pneumoniae cured by fosfomycin and meropenem combination therapy .
14758008,Brucella endocarditis cured by medical treatment .
15101824,It is well established that urinary incontinence in most cases can be significantly improved or cured by simple investigations and treatments .
15230538,[ Two cases of verruca plana profusa cured by aureomycin ] .
15232692,[ A case of discoid lupus erythematosus cured by synthetic antimalarials ] .
15782874,"Vitamin-resistant rickets is defined as any rickets not prevented by regular , early and prolonged administration of vitamin D and not cured by a sufficient total dose ."
16026823,[ A case of plantar radionecrosis : treated and cured by so-called cross-leg pedicled autoplasty ] .
16243672,[ Erythematodes exacerbated by old salvarsan and cured by uliron ] .
16273636,[ A case of phobic anxiety syndrome cured by the extinction of reflex reactions to blood withdrawal ] .
16292905,[ The phases of treatment without shock in a case of secondary mutism cured by provocation of a joyful emotion ] .
16295787,[ Puerperal psychosis of 16-month evolution cured by endocrine therapy after failure of shock therapy ] .
16295791,[ Voluntary seclusion of 9-year duration cured by narcoanalysis ] .
16296690,[ A case of spasmodic torticollis of psychogenic origin cured by narcoanalysis ] .
16297468,"Mice cured of their tumors by combination therapy resisted a rechallenge with parental tumor cells , indicating systemic antitumor immunity had been achieved ."
16313836,[ Primary hepatic actinomycosis . Report of a case cured by medical treatment ] .
16784444,[ Case of genital tuberculosis cured & followed by pregnancy ] .
17022324,A case of sympathetic ophthalmia cured by the drug 501 P. Siegfried .
17133957,Child with multilocular cyst of the kidney cured by partial nephrectomy .
17218355,"Still , we propose that this alternative should be offered for patients in whom antifungals are contraindicated or for patients previously treated , but not cured by oral antifungals , and in elderly and polymedicated patients ."
17305159,"This band was not found in lysates of a strain "" cured "" of tetracycline resistance by ethidium bromide ."
17548947,"Marginal integrity of resin composite restorations restored with PPD initiatorcontaining resin composite cured by QTH , monowave and polywave LED units ."
17548953,"On enamel , significantly lower % continuous margins ( 74.5±12.6 ) were found in group cured by multiwave LED when compared to monowave LED ( 87.6±9.5 ) and halogen LCU ( 94.4±9.1 ) ."
17598227,[ Experiences in 16 cases of intestinal obstruction cured by abdominal massage ] .
17856463,"In rare instances , OSA may be improved or even cured by treatment of underlying endocrine disorders : this is the case of hypothyroidism and acromegaly , situations in which OSA is mainly related to upper airways narrowing due to reversible thickening of the pharyngeal walls ."
17895286,[ The intraorbital tumor of Field Marshal Radetzky cured by homeopathic therapy ] .
17939959,"Painful syndrome of primitive carotids and the carotid fork , cured by tetra-ethyl ammonium bromide ."
17976406,"The second patient , a 2-year-old girl , had protracted enteritis , completely cured by a course of cotrimoxazole ."
17995794,About a case of adult sclerotherapy cured by the novocanic infiltrations of the sympathetic .
18024536,Sustained hypertension due to pheochromocytoma ; report of case cured by removal of tumor .
18063506,It is concluded that light curing temporary filling materials can achieve a good and comparable sealing capacity when cured by both LED and halogen LCUs .
18521848,[ A CASE OF CORNEAL MYCOSIS CURED BY KERATOPLASTY ] .
18647741,Rhizopus oryzae was the causative organism in a fatal case of rhinocerebral and then pulmonary mucormycosis in a patient cured of her underlying leukaemia by bone marrow transplantation .
18997925,"The Authors , after a careful examination of the literature on endometrial hyperplasias , review the results of a preliminary study on 15 patients affected with postmenopausal metrorrhagia , cured by Danazol ( 200 mg/die ) through 90 consecutive days ."
19365894,"Through the electronic tongue study and comparing the ripening period of salted quail eggs , it was found that the flavor and ripening time of salted quail eggs cured by ZnCl2 and FeC6 H5 O7 were not suitable for low-sodium pickling preparation ."
19499223,"Ras-transformed NIH/3T3 clones cured of their oncogene by benzamide treatment reverted to a nontransformed phenotype , but had lost the ability to suppress other ras transformants , indicating that their initial transformation was accompanied by suppressor loss ."
19831726,[ Case of acute bronchic catarrh demonstrated and cured by bronchoscopy ] .
19874386,Chancroidal Bubo Cured by Sulfanilamide .
20575544,"Furthermore , mice cured by the combined therapy showed antigen-specific T-cell responses and resistance against challenge of MC38/CEA2 compared with mice cured with FOLFIRI ."
20635834,One month after treatment 31 ( 91 % ) of 34 in the group initially cured by metronidazole remained cured .
20684994,[ Tuberculous pericarditis on the way to symphysic development cured by the medical combination of streptomycin & deltacortisone ] .
20704711,SUBACUTE STREPTOCOCCUS VIRIDANS SEPTICEMIA : CURED BY THE EXCISION OF AN ARTERIOVENOUS ANEURYSM OF THE EXTERNAL ILIAC ARTERY AND VEIN .
20712271,"In our case report , a 47-year-old woman with cyclic umbilical bleeding , pelvic pain , and no previous umbilical surgery developed a spontaneous umbilical endometrioma , cured by surgical resection and bilateral salpingo-oophorectomy ."
20786458,[ Tuberculoid leprosy with old and deep ulceration of the heel cured by curettage and suture combined with medical therapy ] .
20825234,[ URTICARIA AND ANGIONEUROTIC EDEMA CURED BY HORMONAL TREATMENT . DESENSITIZATION ? ] .
20860911,INTRACRANIAL ANEURYSM OF THE INTERNAL CAROTID ARTERY : CURED BY OPERATION .
20906766,"Cranio-facial team operated 21 patients , 16 were operated in two stages by intracranial approach followed by facial approach , 20 cases beneficed the neurosurgical approach and three only the facial approach Some post operative complications were observed : 2 cases of post operative hydrocephalus underwent shunt ; CSF fistulas in three cases cured by spinal drainage , one death due to per operative hypothermia , 3 cases of recurrence how needed second surgery ."
20987442,It was suggested that penicillin be given routinely for treatment of gonorrhea in Zambia and that spectinomycin be reserved for treatment of gonococcal infections not cured by penicillin .
21026450,Streptococcus Viridans Septicemia from Vegetations in Femoral Arteriovenous Aneurysm : Report of a Case Cured by Surgical Excision of the Aneurysm .
21296376,[ Pott 's quadriplegia treated and cured by antibiotics ] .
21516693,"Multiple lymphonodular cryptococcosis , cured by 5-fluorocytosine ."
21520112,[ Cavernous sinus thrombosis of dental origin cured by conservative therapy ] .
22693058,"The polymerization shrinkage of the materials cured by PAC for 3 seconds was significantly lower than those cured by QTH for 40 seconds in a range from 61 % to 72 % , by the PAC for 3 + 3 seconds in a range from 65 % to 88 % , and those by PAC 3 + 3 + 3 seconds in a range of 61 % to 72 % ( P < 0.001 ) ."
22704856,Metastatic hepatocellular carcinoma cured by exclusive systemic antiangiogenic therapy : Two cases along with tumor molecular profiles .
23167949,To compare microleakage of Class V restorations filled with a novel low-shrinkage resin-based composite cured by a high intensity light and a combination of controls including a conventional composite cured by conventional and soft-start regimes .
23167959,"At the gingival margins there was no significant difference between the low-shrinkage composite , bonded with the manufacturer 's adhesive , and cured by high intensity regime , and the conventional composite bonded by the manufacture 's adhesive and cured by one of two soft start regimes ."
23167960,"Nor was there a significant difference between the low-shrinkage composite , bonded by the manufacturer 's adhesive and cured by either the high intensity regime or one of two soft start regimes ."
23167961,"The low-shrinkage material , bonded by the manufacturer 's adhesive and cured by the high intensity regime showed significantly less microleakage than the conventional composite , bonded by the manufacturer 's adhesive and cured with a conventional light source ."
23167964,Gingival marginal microleakage is not prevented by the use of a low-shrinkage composite cured by a high intensity light .
23167965,"If time were an essential consideration , the low shrinkage composite cured by a high intensity regime may offer clinical advantages ."
23295366,Nephrotic syndrome cured by renal biopsy .
23617690,[ Two cases of septic thrombosis of the cavernous sinus cured by antibiotics with heparin ] .
23866772,This is a report of hypertension caused by stenosis of a segmental renal artery and cured by simple ligation of the stenotic artery .
23921182,A high-fiber diet thus increased the long-term cure rate among patients with third-degree haemorrhoids initially cured by RBL .
24099764,"This fact , together with a growing body of evidence indicating that neurodegenerative processes are associated with oxidative stress , lead to the convincing idea that several neurological disorders may be prevented and/or cured by the antioxidant properties of vitamin E. In this review , some aspects related to the role of vitamin E against Alzheimer 's disease , Parkinson 's disease , amyotrophic lateral sclerosis and ataxia with vitamin E deficiency will be presented ."
24387727,"The patients were followed up for 4 - 24 ( mean 12 ) months , during which 27 did not need any reintervention , 5 developed urinary thinning but cured by urethral dilation , 3 received another laser urethrotomy for previous negligence of timely urethral dilation , and the other 1 underwent open urethroplasty ."
24681543,"To evaluate the long-term impact of cured Cushing 's disease on subjective well-being , we assessed quality of life by validated health-related questionnaires in 58 patients cured from Cushing 's disease by transsphenoidal surgery ( n = 58 ) , some of whom received additional radiotherapy ( n = 11 ) and/or bilateral adrenalectomy ( n = 3 ) ."
24738086,For example : hot plate test showed a hypoalgesia ' morphine-like ' pattern induced by magnesium deficiency cured by magnesium acetyltaurinate in mice whilst paw pressure test showed a hyperalgic pattern caused by magnesium deficiency cured by dizolcipine in rats .
24881176,STASIS and dystrophic ulcer in acrodermatitis chronica atrophicans cured by ligation of saphenous veins .
24973056,"Mice cured of their tumors by combined CpG oligodeoxynucleotide 1826 plus radiotherapy were highly resistant to s.c . tumor take or development of tumor nodules in the lung from i.v . injected tumor cells when rechallenged with fibrosarcoma cells 100 to 120 days after the treatment , suggesting the development of a memory response ."
25110582,"Relapsing insulin-induced lipoatrophy , cured by prolonged low-dose oral prednisone : a case report ."
25128973,By this method we cured 5 fistulae .
26049188,WT mice cured by adoptive transfer of CD8(+ ) T cells were resistant to tumor challenge .
26049802,The subjective improvement rate ( incontinence cured or decreased by 50 % ) was 70 % .
26146494,"The majority of patients experience considerable improvement in their Cushing 's disease symptoms , and their quality of life equals that of patients initially cured by transsphenoidal pituitary tumor resection ."
26365452,[ Recurrent hypoproteinemia cured by gluten-free diet ] .
26383814,"CONGENITAL HEMOLYTIC JAUNDICE : REPORT OF A CASE WITH NORMAL FRAGILITY AND NORMAL RETICULOCYTE COUNT , CURED BY SPLENECTOMY ."
26391424,A SUBCLAVIAN ANEURYSM CURED BY CELLOPHANE FIBROSIS .
26395425,The curative capacity of islets dispersed in matrigel was also better than that of pelleted islets ( 5/8 islet-matrigel implanted mice vs. 1/7 mice transplanted with pelleted islets cured by one month ) .
26732296,Insulinomas are usually solitary ( greater than 90 % ) benign pancreatic tumors readily cured by enucleation or resection .
26816396,Speech Reorganization after an AVM Bleed Cured by Embolization .
26912283,Full in-vitro analyses of new-generation bulk fill dental composites cured by halogen light .
26912286,The objective of this study was to investigate the full in-vitro analyses of new-generation bulk-fill dental composites cured by halogen light ( HLG ) .
27175550,In 10 patients cured for metastatic testicular cancer by combination chemotherapy serum hormone levels and serum agglutinating antibodies were analysed 12 to 35 months after discontinuation of the treatment .
27580269,"Iron deficiency in crops is usually prevented and cured by the application of synthetic Fe chelates such as EDTA/Fe and the o , o-EDDHA/Fe ."
27586667,Subrephritic abscess with hummingbirds cured by streptomycin .
27706691,[ Grave radionecrosis treated and cured by electrocoagulation ] .
27836001,[ Urinary incontinence in adult cured by Mingazzini 's operation ] .
27853133,SAG cured lesser percentage of VL cases clinically compared to AMB and should be replaced by AMB as a first line drug .
28083331,"The top ( T ) and bottom ( B ) surfaces of 60 discs of composite resin ( Filtek ™ Supreme , Filtek ™ Z250 , Tetric ™ Ceram Bleach ) cured either by LED or by halogen lamp ( HL ) were studied using an FT-Raman spectrometer ."
28328303,"[ Vulvar erythroplasia of 20 years duration , cured in two months by estrogens ] ."
28328398,"[ Acute outbreak during chronic lupus erythematosus ; Kaposi-Besnier-Libman-Sacks syndrome apparently cured but later aggravated by streptomycin , nephritis , uremia and death ] ."
28431946,[ Present treatment of cyanotic phlebitis ; case cured by vasodilatation followed by heparinization ] .
28606214,"The majority of cases are successfully treated and cured by conservative methods , frequently only by resting , while only rarely there are cases with shift of segments and indicated surgical treatment ."
28674921,"We infected mice with M. tuberculosis Erdman , cured them by chemotherapy , and subsequently reinfected them with a low dose of M. tuberculosis H37Rv ."
28716211,"In the three patients cured by surgery , pain completely disappeared for at least two weeks after a nerve block repeated twice before surgery , whereas pain relief was observed in only one of the nine other patients ( P = 0.018 ) ."
28716212,"None of the three patients cured by surgery were being treated for depression , whereas six of the nine remaining patients were receiving antidepressants or were followed by a psychiatrist ( P = 0.09 ) ."
28717596,Advanced primary Hodgkin 's disease of the spleen cured by surgical resection : report of a case .
28959575,Bronchopleural Fistula Cured by Customized Airway Metallic Stent .
29370404,The data presented here demonstrate that C225 can increase tumor radiocurability and delay the appearance of recurrences of tumors not cured by radiation treatment .
29755342,The analysis of immune response in mice cured by the combination of cyclophosphamide and cell transfer revealed that they developed a humoral-type immunity to EAT and that the transferred spleen cells did not penetrate into their abdominal cavity .
30376461,Complications included 3 superficial wound infections cured by oral antibiotics and 2 transient lateral paresthesias that resolved with rest and nonsteroidal inflammatory medications .
30395830,"Those patients in whom needle aspiration was successful had a significantly smaller volume of pus on initial aspiration ( 4.0 mL versus 21.5 mL , P = 0.002 ) and were more likely to have presented earlier than those not cured by aspiration ( 5.0 days versus 8.5 days , P = 0.006 ) ."
30631471,A case of severe hypoproteinemia cured by removal of polypose tumor ] .
31066495,ADVANCED TETANUS CURED BY INTRATHECAL INJECTION OF ANTITOXIN .
31072099,PARAPLEGIA ( MEGALOCYTIC ) CURED BY HYDROCHLORIC ACID .
31075412,Acute Nodular Leprosy Originating in this Country and Cured by Vaccine Treatment .
31363661,[ Extradural abscess of the frontal lobe cured by Ridell 's operation with primary wound closure ] .
31475445,Hair pulling : cured by a motor cycle helmet .
31497323,"[ Typhoid spondylitis cured by vaccine therapy , graft and chloramphenicol ] ."
31754852,[ Eczema from streptomycin in a nurse cured by androgens with maintenance of contacts ] .
31754876,[ Five cases of Riehl 's melanosis cured or improved by H-365 ( paraoxyprophenone ) ; present conceptions of melanogenesis ] .
31825703,Two cases of mutilating tuberculosis lupus treated and cured by the modified Charpy method .
31921614,Staphylococciemia with malignant staphylococcal disease of the face cured by penicillin .
31968218,[ Dermal nodular allergids with centrifugal development rapidly cured by sodium salicylate ] .
32003727,Primary splenic neutropenia cured by splenectomy ; report of a case .
32053256,Gastroparesis cured by gastrectomy .
32075372,This case turned out to be one of acute hyperparathyroidism cured by surgical removal of an adenoma of the parathyroid gland .
32088257,The occurrence of a PFS plateau suggests that a subgroup of patients might have their FL cured by ASCT .
32141750,Disfiguring Mucor irregularis Infection Cured by Amphotericin B and Itraconazole : A Case Report and Treatment Experience .
32393811,"[ A case of subglottic epithelioma with adenopathies , cured five years ago by roentgenotherapy ] ."
32421509,[ Vertigo in posterior cervical sympathetic syndrome cured by vertebral neurotomy ] .
32464789,In patients with renovascular disease the response of plasma renin activity to oxprenolol was not a discriminant factor between patients cured or not cured by surgery .
32514916,[ Case of bilateral retinoblastoma cured by enucleation of both eyeballs ] .
32578819,Extensive research with mice has shown that animals can be protected from or cured of Helicobacter infection by immunization .
33066018,"Thyroid carcinoma is the most common endocrine malignancy , and although the disease generally has an excellent prognosis , therapeutic options are limited for patients not cured by surgery and radioiodine ."
33067419,[ Sudden unilateral deafness cured by vasodilators ] .
33183208,"Herein , we report a case of splenic abscess and infective endocarditis cured by antibiotic treatment without the aid of drainage or surgery ."
33261745,"Complications in patients undergoing OLT , such as hemorrhagic events , are caused not only by surgical problems but also by the profound functional disturbances arising from hepatic insufficiency , which are at least partially cured by the procedure itself ."
33719448,Partial Amaurosis Cured by Division of the Recti Muscles .
33721386,"Using shotgun metagenomic sequencing , we analyzed the microbiome in 12 chronic erythematous candidiasis , 12 healthy subjects , and 2 chronic erythematous candidiasis cured by antifungal therapy ."
33913118,A Case of Diabetes Mellitus Apparently Ameliorated or Cured by a Probable Inflammatory Lesion in the Pituitary .
33954234,"Using porcelain and resin-mixed composites as experimental materials , cubic polymerized composites were prepared by the accumulation of thin slices cured by laser scanning ."
34021478,"Contraction of the Fingers after Bleeding , Cured by Electricity ."
34033456,This combination cured 40 % of mice by 21 days after tumour cell injection .
34166029,Case of Spasmodic Wry-Neck : Cured by Operation .
34166063,[ Radiography of an influenzal thoracic localization cured by antibiotics ; mediastinal adenopathy ; antibiotics and the autonomic nervous system ; pulmonary and muscular cramp ; infarct ; bilateral atelectasis ; interstitial pulmonitis ; hepatitis and recovery ] .
34166947,Case of Popliteal Aneurysm Cured by Pressure on the Femoral Artery .
