sentence_id,sentence_text
7149462,Chronic hepatitis C virus ( HCV ) infection can since some years be effectively cured with novel direct acting antiviral agents .
7256814,All late recurrences were cured with standard therapy .
7308763,"Most of them are lethal during childhood , with the exception of the adrenoleukodystrophy-adrenomyeloneuropathy complex , which sometimes , during its early phases , may be cured with a dietary therapy ."
7321656,"A substantial proportion of patients , perhaps 40%-50 % , are apparently cured with currently available therapy ."
7441871,"Patients are not cured with operative interventions , although they may live longer and without symptoms with a good quality of life ."
7443696,Early-stage disease can be cured with surgical resection and radiotherapy ( RT ) .
7516022,We describe here a case of Salmonella typhi infection of a sacroiliac joint that was cured with ciprofloxacin therapy for six weeks .
7569158,"With a median follow-up of 39 months , 65.5 % of patients were cured ( resolution of symptoms , maximum urine flow rate greater than 15 ml/s and residual urine less than 50 ml ) , 23 % were improved and 11.5 % were considered to be failures ."
7659760,"Second relapse after salvage RT occurs in a small proportion of cases , and these patients are cured with chemotherapy ."
7764990,This report describes the case of a 5-month-old female infant with a large mass measuring 26   ×   22 mm in the right ventricle cured successfully with surgery .
8117862,The average follow-up was 17 + /- 8 months and all patients were cured with no cases of dysphagia or dysphonia .
8156167,"Tumors with a Gleason score of 2 through 4 were almost invariably cured , with a 10-year progression-free risk of 96 % ."
8256367,"In the first group , the adhesive was light cured for 40 seconds with a conventional halogen unit ( XL3000 , 3 M ) ."
8256368,"In the other three groups , adhesive was cured with a commercial LED unit ( Elipar FreeLight , 3 M ESPE ) for 10 , 20 , or 40 seconds ."
8261904,"The diagnosis can be confirmed by clinical symptoms and ultrasound examination , and most nodule ruptures could be cured with conservative treatment ."
8285367,[ Chronic retention of urine of nervous origin cured with x-ray therapy ] .
8354711,Approximately two thirds of the patients can be cured with standard immuno-chemotherapy .
8359342,"Patients with incompletely resected EPN_PFA tumors had a very poor outcome despite receiving adjuvant radiation therapy , whereas a substantial proportion of patients with EPN_PFB tumors can be cured with surgery alone ."
8899107,"Neonatal GCTs are predominantly teratomas ( mature or immature ) , which are typically cured with surgery alone ."
8907806,"The long-term leaching behavior of phenol in solidified/stabilized ( S/S ) hazardous wastes cured for 28   d with different amounts of activated carbon ( AC ) was investigated using synthetic inorganic acid ( H(2)SO(4):HNO(3 )   =   2:1 , pH   =   3.2 ) , acetic acid buffer ( HAc/NaAc , pH   =   4.93 ) , and deionized water as leachants to simulate the leaching of phenol in three exposure scenarios : acid-precipitation , co-disposal , and neutral-precipitation ."
9151636,"In the control group ( untreated partners ) 53 of 72 patients were cured after one week , with a cure rate of 74 % , compared to 57 of 72 patients ( treated partners ) with a cure rate of 79 % ."
9204115,"Clinically , 100 % of uncomplicated acute pyelonephritis and 87.5 % of complicated infections cured with aztreonam ."
9382854,The main goal of this study was to compare the polymerization degree of bulk-fill giomer resin cured with three different light-curing units ( LCUs ): a polywave third-generation ( Valo ) ; a monowave ( DemiUltra : DU ) ; and a second-generation LED ( Optima 10 : Opt ) LCUs by using structural and mechanical properties .
9382855,Giomer samples of 2 and 4 mm cured with three LCUs were employed in vitro analysis .
9382861,"DC% values were 58.2 , 47.6 , and 39.7 for the 2 mm samples cured with DU , Opt . , and Valo LCUs , respectively ."
9382864,Giomer samples cured with Opt and DU exhibited higher FS values than Valo .
9421602,Nevertheless lymphoedema is a chronical and irreversible disease which can not be definitively cured with operative or with conservative procedures .
9538198,"With an attempted curative resection : distal pancreatectomy with preservation of the spleen in the first case and a Whipple procedure in the second one , both cases were cured ."
9667459,"While SL has been broadly used in tissue engineering for the fabrication of three-dimensional scaffolds that can mimic the in vivo environment for cell growth and tissue regeneration , lithographic printing is usually performed on single-component materials cured with ultraviolet light , severely limiting the versatility and cytocompatibility of such systems ."
9667464,"While SL has been broadly used for fabricating three-dimensional scaffolds that can mimic the in vivo environment for cell growth and tissue regeneration , lithographic printing is usually performed on single-component materials cured with ultraviolet light , severely limiting the versatility and cytocompatibility of such systems ."
9701144,"Limited-disease small-cell lung cancer ( LD-SCLC ) can be cured with combinations of systemic chemotherapy and local treatments , predominantly radiation therapy ."
9755671,"In most of these patients , they can be cured with either surgery alone and careful surveillance with a combination of clinical examination , computer tomography scanning and serial serum tumour markers ."
9755672,Almost all of those with metastatic disease can be cured with cisplatin-based chemotherapy .
9950508,Mice infected with drug-susceptible T. b. brucei were cured with 2 doses of 10 mg/kg HPMPDAP .
9950510,Mice infected with multidrug-resistant T. b. brucei were not cured with the above dosages .
10123501,"In Escherichia coli meningitis in rabbits , it cured rabbits with a single intravenous dose of 50 mg/kg ."
10242593,One hundred and forty-one patients ( 92.2 % ) were cured with a mean duration of treatment of 10.9 + /- 4.0 days .
10310018,A high percentage of children with Wilms ' tumor are cured with multimodal treatment .
10345523,"At the present time , the majority of patients who develop Hodgkin 's disease can be cured with radiotherapy and/or chemotherapy ."
10420667,One patient with meningitis cured with medical treatment and 22 patients with minor complications cured with either medical treatment or spontaneously .
10439985,Definite discrete pathophysiology that corresponded with the symptoms was identified in subsequent evaluations by the index surgeon in one patient ( 0.16 % of all patients ) and cured with surgery ( nodular fasciitis ) .
10460356,Twenty-one patients ( 81 % ) had the condition cured with conservative treatment .
10460362,"Although most cases of chylothorax after pulmonary resection with systematic mediastinal lymph node dissection can be cured with a conservative strategy , early surgical intervention may be indicated if chest tube drainage is more than 500 mL during the first 24 hours after complete oral intake cessation and total parenteral nutrition ."
10737032,"Of those 18 patients who completed a full course of therapy , seven ( 39 % ) experienced a relapse ; five of these were cured of their infection with a second course of antimicrobial therapy , which usually included higher doses of intravenous penicillin ."
10765043,"With a drug dose of 50 mg/kg , artificially infected hamsters were completely cured ."
10952805,Fourteen patients were cured with no recurrence of infection .
10990646,"Thirty-nine ( 70 % ) were cured by resection with a 5-year-survival rate of 64 % , while for non-curative resection , this was only 10 % ."
11199697,This is a rare entity that can be cured with an ablation and therefore it needs to be considered in the differential diagnosis of idiopathic VTs before implanting a defibrillator .
11211712,They were cured with nonsurgical treatment .
11227812,The NCCN institutions recommend that patients who have a carcinoma in situ can be cured with local excision with adequate margins .
11231873,"However , not all tumours are cured with CRT and there remain opportunities to improve outcomes in terms of oncological control and also reducing late toxicities ."
11264512,"Although most patients can be cured with modern treatment strategies , approximately 25 % of them experience either primary or secondary chemorefractoriness or disease relapse , thus requiring novel treatments ."
11400570,[ Extensive pulmonary abscesses in typhus abdominis cured with chloromycetin ] .
11450682,"Two cases of sub-acute malignant endocarditis , cured with penicillin ."
11481055,Can HIV be cured with stem cell therapy ?
11538036,"With early diagnosis and appropriate management , it can be cured completely , leaving no residual deformity ."
11691786,"A case of focal xanthogranulomatous pyelonephritis ( XPN ) in a child , successfully cured with antibiotics only , is presented , and this report is followed by a review of the literature on XPN in both children and adults ."
11896382,"The holy grail of epilepsy research is to understand the mechanisms underlying seizures so that patients with epilepsy can receive effective treatment or be cured , ideally with no significant side effects ."
11898796,"Sixty-nine patients with aphasia were cured completely , but 7 patients were complicated with incomplete ataxic aphasia , 15 with incomplete sensory aphasia , and 5 with incomplete mixed aphasia ."
12026338,RGI and GCP fills were placed in the cavities and cured with two different light-curing units .
12117007,Patients with low back pain and radicular symptoms not cured with conservative therapy were selected for participation in the study .
12281033,"[ A case of Stein-Leventhal syndrome with polyuria , cured with partial wedge-excision of the ovaries ] ."
12332790,"The curative effect was evaluated according to DHI score : in micro needle knife group , 50 cases were cured , 28 cases were markedly effective , 14 cases were improved , the total effective rate was 95.83 % ; in traditional acupuncture group , 28 cases were cured , 26 cases were markedly effective , and 24 cases were improved , with the total effective rate of 81.25%;in oral drug group , 18 cases were cured , 20 cases were markedly effective , and 28 cases were improved , with the total effective rate of 69.47 % ."
12369528,Nine of 10 patients with prosthetic valve infection were cured with 4.1+/-0.6-week regimens that consisted of either a combination regimen or monotherapy with vancomycin or ceftriaxone .
12608309,She was cured with dose-adapted chemotherapy and hematopoietic stem cell transplantation without severe treatment-related toxicity .
12642672,Approximately 80 % of previously untreated men with metastatic germ cell tumors will be cured with cisplatin-based chemotherapy .
12692999,"While proof of concept that the immune system can be harnessed to attack cancer cells has been established , only a minority of patients are cured with immunotherapeutic regimens designed to enhance host autologous immunity ."
12779616,Three patients appeared lower limb deep venous thrombosis and were cured with medicine .
12883394,"With 1,000 mg/kg of TCL , non-immunodepressed mice were cured ."
13002384,[ Colibacillary meningitis treated and cured with streptomycin ] .
13019004,[ Allergy and time test study in 50 patients with recurrent pulmonary tuberculosis cured and treated with complementary BCG impregnation ] .
13235269,Almost all the reported cases of endocarditis caused by G. morbillorum have been bacteriologically cured with antibiotics and this is the first reported case of recurrent endocarditis caused by G. morbillorum in which the initial infection was bacteriologically cured by antibiotics and the secondary infection treated with valve replacement .
13271605,"[ A pearl in the nose -- can it be "" cured "" with white pepper ? ] ."
13273469,This case illustrates the pathogenesis of malakoplakia and the possibility that early lesions can be cured with medical therapy before extensive tissue destruction has taken place .
13385650,"We believed that she could be cured with surgery , but she and her family did not agree to the surgical procedure ."
13529298,"EFT can be cured with conventional multi modal treatment , however , about 40 % of patients still succumb to the disease ."
13749037,Curing depths of a universal hybrid and a flowable resin composite cured with quartz tungsten halogen and light-emitting diode units .
13749051,The composite closer to the surface than the depth of cure value was equally well cured with all curing units investigated .
13751805,"Only 6.7 % children could be cured with surgery , of whom none belonged to moderate or severe category ."
13755665,A total of 23 patients ( 20 % ) appears cured with a PSA level of less than 1.7 ng./ml .
13792156,Indolent Non-Hodgkin 's lymphomas ( NHL ) are a group of slowly progressive immune system malignancies that can not be cured with conventional treatment .
13862362,"Two stent-graft infections occurred 1 month and 3 months after EVAR respectively , and were cured with debridement , drainage and antibiotics ."
13957201,"105 cases of adolescent functional uterine hemorrhage were refractory to western medicine , but successfully cured with Chinese herbal drugs during the period from April 1982 to July 1986 ."
14050176,"With proper diagnosis , some of them can be cured with therapeutic ablation ."
14130441,Fifteen patients ( 50 % ) were cured with conventional therapy .
14137022,CCF was cured in both cases with this approach .
14145048,"Of those who correctly identified testis cancer as occurring , half recognized the most commonly affected age group , 40 % understood testis cancer could be treated , and 14 % believed testis cancer could be cured with treatment ."
14145386,Only eight of the 270 patients relapsed and three were cured with ' salvage ' therapies .
14320479,"Eight composite resins were chosen and light cured with three different light-curing systems [ a quartz-tungsten-halogen ( QTH ) lamp-based unit , a light-emitting diode ( LED ) unit , and a DPSS laser ] ."
14325464,"The proportion of people cured with praziquantel varied substantially between trials , from 22.5 % to 83.3 % , but was higher than 60 % in five of the seven trials ."
14333394,Hepatitis C infection can be cured with currently available antiviral agents .
14338857,Most patients with large cell lymphoma are cured with frontline chemoimmunotherapy .
14386197,Two patients were cured only with surgical drainage .
14400786,All of the PGS patients were cured with mean 25.4 days by conservative therapy and no one received re-operation .
14428693,"Nowadays , with the use of antibiotics , bacterial meningitis can often be cured ."
14688313,Forty-eight per cent showing this particular symptoms have been cured or greatly improved with sultopride .
14706732,Most patients with testis cancer are cured with treatment .
14706739,The majority of patients with testis cancer are cured with either a unilateral orchidectomy alone or orchidectomy and chemotherapy .
14725153,The skin lesions relapsed 18 months later and were cured with chlorambucil at a lower dose .
14785426,"A transvaginal approach cured all 11 patients with a V VF and eight of nine with a UVF , whilst an abdominal approach used for larger/complex fistulae was successful in 18 of 24 ( 75 % ) attempts ( P = 0.13 ) ."
14915835,"Likewise , the pattern of immunoblot change after the patients were treated and apparently cured with meglumine antimoniate ( Glucantime ) was studied by evaluating sera pretreatment and 1 year posttreatment ."
15101134,Ninety-six per cent of patients with chlamydial infections and 92 % of those with gonorrhoea were cured with azithromycin .
15162414,"Rhodococcus equi infection , an unusual disease , can be seen in AIDS patients and can be cured only with long-term effective antibiotic ."
15230200,"That notwithstanding , most patients in the study were cured with RRP and had favourable long-term functional outcomes ."
15445642,This pattern was finally cured with silicone material .
15452528,"9-aminocamptothecin glucuronide cured a high percentage of CL1 - 5 human lung cancer xenografts with efficacy that was similar to or greater than 9-aminocamptothecin , irinotecan and topotecan ."
15479207,A plateau in survival curves suggests that a portion of primary central nervous system lymphoma patients may be cured with chemotherapy and blood-brain barrier disruption without the neurologic sequelae associated with cranial radiation .
15731538,"Disease relapse is infrequent and can be cured with ATRA-ATO rechallenging , with or without subsequent transplantation depending on the interval between complete remission and relapse ."
15779256,This case series confirms that only a few metastatic breast cancer patients could potentially be cured with multidisciplinary treatments .
15815858,The one case resistant to iodine was cured with prolonged administration of sulphona .
15934214,"Tracheal stenoses were cured in 90 % of the cases with one surgical procedure , when the stenoses extended to the subglottic region , the cure rate was only 88.6 % ."
16047005,The remaining 5 patients were cured with vancomycin therapy usually coupled with surgical intervention .
16094892,"Combination agonistic αCD40+αPD-L1 cured 63 % of tumor-bearing animals , promoted rejection following tumor rechallenge , and correlated with a 2-log increase in pancreas-residing tumor-specific T cells ."
16114695,Nodules of 2 cm or greater usually mean that the patient will not be cured but may get palliation for long periods of time with adjunctive therapy .
16187003,Six of the eight patients were deemed cured with a follow-up range of 1 - 7 months .
16191897,[ Thoracopulmonary actinomycosis . A case cured with short-term combined antibiotic treatment ] .
16228128,[ Tuberculous meningitis cured with streptomycin ] .
16247107,"The effect of variation in post-exposure storage temperature ( 18 vs. 37 degrees C ) and light intensity ( 200 vs. 500mW/cm(2 ) ) on micro-hardness of seven light-activated resin composite materials , cured with a Prismetics Mk II ( Dentsply ) light activation unit , were studied ."
16259090,"Local infection may be cured with excision alone , whereas systemic disease is often refractory to therapy ."
16270507,"We present a case of a patient successfully cured with Cefiderocol for a neurosurgical site infection due to extensively resistant P. aeruginosa , who had failed a previous treatment based on combined antimicrobial therapy and right parietal bone excision ."
16301014,[ Baker-Rosenbach 's erysipeloid and antibiotics ; a further case of erysipeloid cured with terramycin ] .
16461908,One patient with a refracture could finally by cured with conservative methods .
16461951,"Many patients can be cured with R-CHOP therapy , which is the current standard regimen ."
16503748,"Photopolymerizable monomers are introduced into a cholesteric medium exhibiting a thermally induced helicity inversion , and the blend is then cured with ultraviolet light when the helix is right-handed ."
16604643,"To evaluate cost of illness of locally advanced cervical cancer patients from societal perspective in three scenarios including completely cured without severe late side effects ( S1 ) , completely cured with late grade 3 - 4 gastrointestinal side effects ( S2.1 ) or genitourinary side effects ( S2.2 ) , and disease recurrence and death ( S3 ) ."
16624854,"Effect of light-tip distance on the shear bond strengths of resin-modified glass ionomer cured with high-intensity halogen , light-emitting diode , and plasma arc lights ."
16624857,"The purpose of this study was to assess the effect of light-tip distance on the shear bond strength and the failure site of brackets cured with 3 light-curing units ( high-intensity halogen , light-emitting diode , and plasma arc ) ."
16628605,"During another 3 months of follow-up , 9 male and 4 female patients ( 17.6 % in total ) experienced relapsed warts ; these were cured with another treatment ."
16660810,Today the majority of arrhythmias can potentially be cured with catheter ablation therapy .
16738518,[ Hepatic abscess cured with terramycin ] .
16769257,The neural lesion was cured with antibiotics without drainage .
16937243,"The present report presents the enhancement of the antimalarial efficacy of AQ by chlorpheniramine , an H1 receptor antagonist that reverses chloroquine ( CQ ) resistance in vitro and enhances its efficacy in vivo , in five children who failed CQ and/or AQ treatment , and who were subsequently retreated and cured with a combination of AQ plus CP , despite the fact that parasites infecting the children harboured mutant pfcrtT76 and pfmdr1Y86 alleles associated with AQ resistance ."
16964626,Few of these patients can be cured with conventional salvage therapy .
17042232,Seven subjects were cured with conservative treatment .
17141237,Pelvic recurrences of cervical cancer after primary surgical treatment can be potentially cured with radical hysterectomy or chemoradiation therapy .
17218348,"Twenty patients ( 66.67 % ) were completely cured at 12 months , with corroborating negative mycologic cultures ."
17276764,"The proportion of dogs cured with a 60-day course of itraconazole was similar for both groups ( 53.6 % versus 54.3 % ) and for a second historical control group treated with amphotericin B ( 57 % ) ; the recurrence rate was also similar , 20 % , 21.4 % , and 20 % , respectively ."
17306199,"With the ALL-REZ BFM 87 protocol , more than one-third of patients may be regarded as cured from recurrent ALL with second complete remissions lasting more than 10 years ."
17327458,Modelling identified the proportion cured with the ET-2 protocol as best at 70 % in those who are under 10 years with a nonpelvic primary site and without metastatic disease .
