sentence_id,John,studied,Yale,John_first_index,John_last_index,studied_first_index,studied_last_index,Yale_first_index,Yale_last_index,sentence_text,label
38745348,Lim,studied,CHIJ Katong Convent Primary School,0,0,1,1,3,7,Lim studied in CHIJ Katong Convent Primary School then at Tanjong Katong Girls ' School .,0
39115007,Esteban,studied,the Corazón de María School of Bilbao,0,0,1,1,3,9,Esteban studied in the Corazón de María School of Bilbao and he studied baccalaureate in the Central High School of Bilbao .,?
41938927,Tychyna,studied,Chernihiv,2,2,3,3,6,6,Simultaneously young Tychyna studied in the Chernihiv theological school .,?
44155161,Boris,studied,Classical School of Archangelsk Province,4,4,5,5,7,11,From 1903 to 1912 Boris studied in Classical School of Archangelsk Province and after finishing it went to Moscow to study at the Stroganov ’s Artistic - Industrial High School .,?
45332139,K. Ramasamy,studied,Veludaiyar High School,2,3,4,4,8,10,"Prof. Dr. K. Ramasamy studied secondary education in Veludaiyar High School , Tiruvarur and Board High School , Aranthangi .",0
48620773,Ahmad,studied,High School,0,0,1,1,?,?,Ahmad studied in St Gregory 's High School and Notre Dame College .,1
48794485,Lugassy,studied,Thelma Yellin Arts School,0,0,1,1,3,6,Lugassy studied in Thelma Yellin Arts School in Tel Aviv .,?
50455483,Navin Nischol,studied,Bangalore Military School,0,1,2,2,4,6,"Navin Nischol studied in Bangalore Military School , Bangalore , erstwhile King George Royal India Military College , Bangalore .",
54822202,Chan,studied,Fairfield Methodist School,0,0,1,1,3,5,"Chan studied in Fairfield Methodist School , Raffles Girls ' School , Raffles Junior College and Lasalle - SIA College of the Arts .",
56355958,Liao,studied,Taipei Municipal Hulu Elementary School,4,4,5,5,7,11,"In his childhood , Liao studied in Taipei Municipal Hulu Elementary School , Taipei Municipal Chongqing Junior School , and Taipei Municipal Song Shan High School of Commerce .",
59631499,Darshana,studied,Bhanubhakta Memorial Higher Secondary School,0,0,2,2,4,8,Darshana has studied in Bhanubhakta Memorial Higher Secondary School and National College Kathmandu .,
59688877,Zong,studied,Bedok View Secondary School,0,0,1,1,3,6,Zong studied in Bedok View Secondary School .,
61159805,Grodecki,studied,the National Film School,0,0,1,1,8,11,Grodecki studied with the film direction faculty in the National Film School in Łódź under the supervision of Wojciech Jerzy Has .,
61230141,Hu,studied,Nantong High School,3,3,4,4,6,8,"In 1935 , Hu studied in Nantong High School .",
62004962,Damodos,studied,the Flaginian School,0,0,1,1,4,6,Damodos studied law in the Flaginian School in Venice and philosophy in the Collegio Veneto in Padova .,
62700380,Queenie,studied,Rosaryhill School,0,0,1,1,3,4,"Queenie studied in Rosaryhill School , then continued her education at the University of Washington , Seattle , United States .",
63768331,Ashika,studied,Bishop Sargant School,0,0,1,1,3,5,"Ashika studied in Bishop Sargant School , Tumkur and later moved to Bangalore , the capital of Karnataka , for pre - in Jyoti Nivas College , where she auditioned for a Clean and Clear Fresh Face Bangalore contest , emerging as the runner - up of Miss Fresh Face 2014 .",
63888195,Hagai,studied,Rimon School of Jazz and Contemporary Music,0,0,1,1,3,9,"Hagai studied in Rimon School of Jazz and Contemporary Music , where he met Itai .",
64660101,Moya,studied,Bourke Street Studio School,3,3,4,4,10,13,"After NGV , Moya studied under George Bell in the Bourke Street Studio School in Melbourne .",
64918330,Indrek Allmann,studied,Secondary School,4,5,6,6,10,11,From 1987 to 1990 Indrek Allmann studied in the 4th Secondary School in Viljandi .,
65039290,Igor Gubsky,studied,Voroshilovgrad Art School,2,3,5,5,8,10,"From 1969 Igor Gubsky has studied art in Voroshilovgrad Art School , in 1973 he graduated with honors and received a specialty of art and drafting teacher .",
68319605,Kanhaiya Lal Misra,studied,the Theosophical School,2,4,5,5,12,14,Pt . Kanhaiya Lal Misra studied at Banaras ( Varanasi ) in the Theosophical School under Dr. Mrs. Annie Beasant .,
70439407,Singh,studied,Guru Nanak School,6,6,7,7,9,11,"Born in Batala , Punjab , Singh studied in Guru Nanak School , Batala , and later at Lyallpur Khalsa College at Jalandhar , where he started playing university level hockey tournaments .",
72373332,Vasishta,studied,Sharada Vilas School,0,0,4,4,6,8,"Vasishta from Mysore , studied in Sharada Vilas School and Sadvidhya School .",
72864477,Meiyun,studied,Shenzhen High School,0,0,2,2,4,6,Meiyun has studied in Shenzhen High School from 2013 to 2016 .,
73281225,Sulaiman,studied,Bartley Secondary School,0,0,1,1,3,5,Sulaiman studied in Bartley Secondary School and Victoria School in Singapore .,
75053403,Lee,studied,Catholic High School,0,0,1,1,3,5,Lee studied in Catholic High School and Chung Cheng High School .,
75686357,Smith,studied,the Woodrow Wilson School of Public and International Affairs,0,0,1,1,3,11,"Smith studied in the Woodrow Wilson School of Public and International Affairs and graduated with a B.A. in 1981 after completing a 199 - page long senior thesis titled "" The Politics of Refugees : The Development and Promotion of International Refugee Law "" .",
76107619,Noah Kin,studied,Media Upper Secondary School,0,1,3,3,7,10,Noah Kin has studied in Helsinki ’s Media Upper Secondary School .,
76960333,Irina Vysheslavska,studied,State Art School,0,1,2,2,6,8,Irina Vysheslavska studied in Kiev 's State Art School with Taras Shevchenko .,
81046723,Deustua,studied,Guadalupe National School,0,0,1,1,3,5,Deustua studied in Guadalupe National School and he graduated from Lima 's Universidad de San Marcos .,
81105213,Haji Idrees Palh,studied,Taleem Balgan School,0,2,3,3,5,7,"Haji Idrees Palh studied in Taleem Balgan School , he became a social activist and was elected many times as a member of the union council .",
85430725,Wei,studied,Far Eastern Vocational School,0,0,1,1,5,8,Wei studied Electrical Engineering in Far Eastern Vocational School ( Today 's Far East University ) in Tainan .,
85643307,Georgieva,studies,Music School,0,0,1,1,3,4,"Georgieva studies in Music School "" Lyubomir Pipkov "" in Sofia .",
88009916,Shyam Balasubramanian,studied,the Cathedral & John Cannon School,0,1,2,2,4,9,"Shyam Balasubramanian studied in the Cathedral & John Cannon School , the Indian Institute of Technology , Kharagpur , and the Indian Institute of Management , Ahmedabad .",
90702141,Gunapandian,studied,Margoschis Higher Secondary School,0,0,22,22,24,27,"Gunapandian , along with Gandhi ( former Indian Defender , Tamil Nadu state football team captain , and RBI football player ) studied in Margoschis Higher Secondary School , Nazareth , Tamil Nadu .",
92181699,Oscar Morelli,studied,the Military School of Mexico,21,22,23,23,25,29,"The son of Oscar Bonfiglio ( military and goalkeeper of the national football team of Mexico ) and Mercedes Mouet , Oscar Morelli studied in the Military School of Mexico and acting with Andrés Soler and Seki Sano .",
99323785,Héctor Luis,studied,the University of Puerto Rico Elementary School and High School,0,1,2,2,4,13,"Héctor Luis studied in the University of Puerto Rico Elementary School and High School , but completed High School in Spain in the America School of Madrid .",
104787003,Bapu,studied,Taylor High School,0,0,1,1,3,5,"Bapu studied in Taylor High School , Narasapuram during these years .",
104787005,Venkataramana,studied,"Taylor high School , Narasapram",26,26,28,28,30,34,"Mullapudi Venkataramana 's father , who was working as a Sub - Registrar was posted at Narasapuram during the years 1942 - 45 and so , Venkataramana also studied in Taylor high School , Narasapram , during those years .",
105250656,Eleanor Parke Custis,studied,Corcoran School of the Arts and Design,0,2,3,3,5,11,Eleanor Parke Custis studied in Corcoran School of the Arts and Design under Edmund C. Tarbell and Pennsylvania Academy of the Fine Arts with Henry B. Snell .,
108472154,Oscar Carreras,studied,the National School of Arts,1,2,9,9,11,15,"Violinist Oscar Carreras ( 1944 - 19 ? ) studied in the National School of Arts in Havana , Cuba , and joined the Matanzas Symphony Orchestra .",
108914263,Heng,studied,Bukit Panjang Government High School,0,0,1,1,3,7,Heng studied in Bukit Panjang Government High School and Thomson Secondary School and was good at Chinese composition .,
111591873,Kay Hwa,studied,Boon Lay Primary School,1,2,4,4,6,9,"Low Kay Hwa has studied in Boon Lay Primary School , Hong Kah Secondary School and Singapore Polytechnic , and he is pursuing his B.A. in English and literature from SIM University on a part - time basis .",
112054021,Ahmed,studied,Chittagong Collegiate School,0,0,1,1,3,5,Ahmed studied in Chittagong Collegiate School .,
115392977,Ramón de la Sagra,studied,Nautical School of A Coruña,0,3,4,4,10,14,Ramón de la Sagra studied physics for one year in Nautical School of A Coruña .,
116628734,Jaramillo Arango,studied,the St. Thomas Aquinas School,0,1,2,2,5,9,"Jaramillo Arango studied first in the St. Thomas Aquinas School in Manizales , and then in the St. Bartholomew Major College in Bogotá .",
117532726,Lee Wen,studied,Kim Keat Primary School and Raffles Institution,0,1,2,2,7,13,Lee Wen studied in the now defunct Kim Keat Primary School and Raffles Institution .,
118374283,Engels Kozlov,studied,Tavricheskaya Art School,2,3,4,4,13,15,"In 1947–1949 Engels Kozlov studied in the Yaroslavl Art College , then in Tavricheskaya Art School in Leningrad ( 1949–1950 ) .",
119880431,Tõnis Kimmel,studied,Secondary School of Tallinn,4,5,6,6,10,13,From 1984 to 1992 Tõnis Kimmel studied in the 7th Secondary School of Tallinn ( today ’s Tallinn English College ) and from 1992 to 1995 in the King Gustav Adolf 's Grammar School .,
120100662,Georgy Kovenchuk,studied,Leningrad Secondary Art School,0,1,2,2,4,7,"Georgy Kovenchuk studied in Leningrad Secondary Art School , then at the graphic faculty of the Leningrad Institute of painting , sculpture and architecture named after I. E. Repin , in the workshop of A. F. Pakhomov ( 1954 - 1960 ) .",
124990473,Rajora,studied,the Army Public School,0,0,1,1,3,6,Rajora studied in the Army Public School .,
125451865,Dilhara,studied,Negombo South International School,0,0,1,1,3,6,"Dilhara studied in Negombo South International School until her GCE Ordinary Level , which she sat as a private candidate .",
129773240,Putong,studied,the Tagbilaran Spanish Public School,1,1,2,2,4,8,Dr. Putong studied in the Tagbilaran Spanish Public School and the Tagbilaran School later established by the first American teachers in the Philippines ( called Thomasites ) .,
131359747,Vācietis,studied,Trapane,0,0,1,1,3,3,Vācietis studied in Trapane primary school and later in Gaujiena secondary school .,
131594380,Paulo,studied,the National Music School,28,28,30,30,32,35,"Born in São José do Rio Preto , where his father was the maestro of a marching band and encouraged his son to train as a tailor , Paulo instead studied in the National Music School and performed with the Brazilian Symphonic Orchestra .",
132087309,Levon Ambartsumian,studied,the Moscow Central Music School,0,1,2,2,4,8,"Levon Ambartsumian studied in the Moscow Central Music School and then in the Moscow Tchaikovsky Conservatory , where his teachers were Mikhail Garlitsky , Felix Andrievski , Yuri Yankelevich , Leonid Kogan and Igor Bezrodny .",
143842620,Yokoyama,studied,CHIJ Katong Convent Primary School,0,0,1,1,3,7,Yokoyama studied in CHIJ Katong Convent Primary School and then at Raffles Girls ’,
146377086,Gattani,studying,Bharda High School,0,0,2,2,4,6,Gattani was studying in Bharda High School when he was first spotted as a 15 - year old by Vinoo Mankad .,
146752813,Purushottam Darwhekar,studied,Nilcity High School,0,1,2,2,4,6,"Purushottam Darwhekar studied in Nilcity High School , Nagpur .",
149596828,Sauler,studied,De La,0,0,1,1,3,4,Sauler studied in De La Salle Santiago Zobel School from the Preparatory level to High School .,
149596828,Sauler,studied,Salle Santiago Zobel School,0,0,1,1,5,8,Sauler studied in De La Salle Santiago Zobel School from the Preparatory level to High School .,
151083997,Rajiv,studied,English High School,0,0,1,1,5,7,Rajiv studied in Fatima Devi English High School in Mumbai .,
154979107,Mykhailo Berkos,studied,Odessa Drawing School,0,1,3,3,6,8,"Mykhailo Berkos first studied painting in Odessa Drawing School , graduating in 1877 .",
155891010,Anu Palevaara,studied,the Laine Theatre Arts,0,1,2,2,9,12,"Anu Palevaara studied dance , drama and singing in the Laine Theatre Arts - music theater school in England 1990–1994 .",
158186870,Alexander Bogoridi,studied,the Greek School,0,1,2,2,4,6,"Alexander Bogoridi studied in the Greek School in Phanar , in Constantinople and in France .",
158655465,Piotr Litvinsky,studied,Tavricheskaya Art School,6,7,8,8,10,12,In the years 1943 - 1948 Piotr Litvinsky studied in Tavricheskaya Art School .,
162193375,Yau,studied,St. Thomas Primary School,5,5,6,6,8,11,"Raised in Hong Kong , Yau studied in St. Thomas Primary School , Bishop Hall Jubilee School and Lee Kau Yan Memorial School —",
163784668,Mironov,studied,the Vakhtangov Theatre School,0,0,1,1,3,6,Mironov studied in the Vakhtangov Theatre School during the early 1950s .,
165902049,Tõnu Laigu,studied,the 46th Secondary School of Tallinn,4,5,6,6,8,13,From 1963 to 1974 Tõnu Laigu studied in the 46th Secondary School of Tallinn ( today ’s Pelgulinna Gymnasium of Tallinn ) .,
167249058,Jüri Okas,studied,the 46th Secondary School of Tallinn,4,5,6,6,8,13,From 1957 to 1968 Jüri Okas studied in the 46th Secondary School of Tallinn ( today ’s Pelgulinna Gymnasium of Tallinn ) .,
171278224,Merdinger,studied,High- School,0,0,1,1,6,7,Merdinger studied microelectronics and computers in High- School .,
173891671,Lee,studied,the Provincial Tainan First Senior High School,0,0,1,1,3,9,Lee studied in the Provincial Tainan First Senior High School ( now National Tainan First Senior High School ) where his father was the principal .,
176497643,Mahajan,studied,Delhi Public School,0,0,1,1,3,5,"Mahajan studied in Delhi Public School , Noida .",
176925904,Kim,studied,the Korean Huadian School,0,0,2,2,4,7,"Kim also studied in the Korean Huadian School ( also known as Hwasong Middle School ) , which was also in Manchuria .",
177302047,Oliva,studied,the Provincial School of Plastic Arts,0,0,1,1,8,13,Oliva studied art from 1961 to 1964 in the Provincial School of Plastic Arts in Pinar del Río .,
181703933,Marie - Pierre Lambert,studied,the Grenoble Hotel School,0,3,19,19,21,24,"Marie - Pierre Lambert , born on 6 April 1957 in Sainte - Colombe ( Rhône ) , also studied in the Grenoble Hotel School from 1973 to 1976 .",
182626628,Manoranjan,studied,"Hindu School & Presidency College , Calcutta",0,0,1,1,3,9,"Manoranjan studied in Hindu School & Presidency College , Calcutta .",
182687521,Rhee,studied,Jinju Girls ' High School,13,13,14,14,16,20,"Born in Jinju , Gyeongsangnam - do in Korea under Japanese rule , Rhee studied in Jinju Girls ' High School before moving to Japan to attend Jissen Women 's University in Tokyo in 1938 .",
183098509,Shane,studying,the Stella Adler School of Acting,4,4,8,8,10,15,"As of 2017 , Shane is also currently studying in the Stella Adler School of Acting in New York City .",
183463069,Hossein,studied,Faridpur Zilla School,0,0,1,1,3,5,Hossein studied in Faridpur Zilla School and Jagannath College .,
184179225,Alver,studied,Secondary School of Tartu,9,9,10,10,14,17,"Born in Tartu , from 1961 to 1972 , Alver studied in the 2nd Secondary School of Tartu ( today 's Miina Härma Gymnasium ) .",
185258167,Mr Monnoo,studied,Welham Boys School,0,1,3,3,5,7,"Mr Monnoo initially studied in Welham Boys School , Dehradun in British India and had to leave it with the independence of Pakistan in 1947 and then he shifted to Aitchison College in Lahore and later , the College of Textiles at North Carolina State College , North Carolina , United States .",
190629840,Gurmit Singh,studied,Outram Secondary School,0,1,2,2,4,6,Gurmit Singh studied in Outram Secondary School during his secondary school years .,
191047498,Quek Leng Chan,studied,Victoria School,0,2,3,3,5,6,"Quek Leng Chan studied in Victoria School in Singapore and is qualified as a barrister - at - law from Middle Temple , United Kingdom .",
191081514,Toh,studied,Anglo - Chinese School ( Junior,9,9,10,10,12,17,"The eldest of two children in his family , Toh studied in Anglo - Chinese School ( Junior ) and Anglo - Chinese School ( Independent ) , graduating from the International Baccalaureate ( IB ) programme in 2017 .",
191243626,Asad,studied,Dhaka Collegiate School,0,0,1,1,3,5,Asad studied in Dhaka Collegiate School .,
